year,county_fips,county_name,ndvi_mean
2011,099,Jasper,0.7900303505199299
2012,149,Plymouth,0.7067100588169531
2012,193,Woodbury,0.7312272878593449
2012,027,Carroll,0.7040585473018167
2012,061,Dubuque,0.7231101911078547
2012,101,Jefferson,0.7224532949854259
2012,187,Webster,0.7500493232542774
2012,111,Lee,0.7293616757661461
2012,127,Marshall,0.7693228672904314
2012,195,Worth,0.7626041534098924
2012,033,Cerro Gordo,0.7184305096323592
2012,051,Davis,0.6667936147565363
2012,179,Wapello,0.7055102521649562
2012,041,Clay,0.7755246184906067
2012,059,Dickinson,0.7351676196393461
2012,021,Buena Vista,0.7368565549387942
2012,013,Black Hawk,0.7158469996642024
2012,075,Grundy,0.7771086709831082
2012,017,Bremer,0.767972112122412
2012,085,Harrison,0.7279963017959042
2012,129,Mills,0.7225457553804686
2012,155,Pottawattamie,0.7076908915562002
2012,123,Mahaska,0.7407682490948619
2012,125,Marion,0.7072298615896173
2012,053,Decatur,0.7106053622018149
2012,031,Cedar,0.7670106933554982
2012,151,Pocahontas,0.7556935007777956
2012,109,Kossuth,0.7806633087958845
2012,089,Howard,0.7592918557776624
2012,147,Palo Alto,0.781218465495313
2012,159,Ringgold,0.6988670776002938
2012,025,Calhoun,0.7239883748704266
2012,039,Clarke,0.7058849624052633
2012,065,Fayette,0.776894942548407
2012,001,Adair,0.6829696546379702
2012,037,Chickasaw,0.7599074401190626
2012,081,Hancock,0.7572547376217464
2012,157,Poweshiek,0.7573098203126728
2012,165,Shelby,0.7547163786086023
2012,185,Wayne,0.6848631843197485
2012,097,Jackson,0.71538685202094
2012,043,Clayton,0.7655849388708862
2012,007,Appanoose,0.6531985195489853
2012,177,Van Buren,0.7386394061606785
2012,197,Wright,0.7733030119299346
2012,137,Montgomery,0.7284128207669015
2012,175,Union,0.6868182034585094
2012,107,Keokuk,0.7416431718952415
2012,131,Mitchell,0.7414721545659497
2012,191,Winneshiek,0.7654746708314389
2012,161,Sac,0.7401115509530015
2012,055,Delaware,0.7578554689110019
2012,067,Floyd,0.7390021159722229
2012,009,Audubon,0.7024294398280378
2012,079,Hamilton,0.7578406459733098
2012,069,Franklin,0.7655350616280557
2012,141,O'Brien,0.7915212733529113
2012,167,Sioux,0.7538631554021819
2012,005,Allamakee,0.7682814652701698
2012,189,Winnebago,0.7717876336284155
2012,093,Ida,0.769470341801359
2012,029,Cass,0.6980780760422386
2012,083,Hardin,0.7754252863121204
2012,173,Taylor,0.7148095806568501
2012,145,Page,0.728298629447756
2012,035,Cherokee,0.7736407267499797
2012,071,Fremont,0.7359685047600195
2012,095,Iowa,0.7505873461606513
2012,023,Butler,0.737433394911383
2012,063,Emmet,0.7692708057135252
2012,047,Crawford,0.7518664090155007
2012,019,Buchanan,0.7589752117373095
2012,143,Osceola,0.7864286918430295
2012,073,Greene,0.7250559950618237
2012,087,Henry,0.7537748012755473
2012,119,Lyon,0.7676853442041479
2012,003,Adams,0.7033553965472457
2012,133,Monona,0.7413204176513296
2012,091,Humboldt,0.7567866416351671
2012,115,Louisa,0.761472414596448
2012,171,Tama,0.7665670932645084
2012,135,Monroe,0.7160111324371853
2012,117,Lucas,0.7109480294369027
2012,057,Des Moines,0.7437478101566726
2012,011,Benton,0.7423424065499156
2012,113,Linn,0.7161734686797805
2012,105,Jones,0.7333854339417806
2012,103,Johnson,0.7193281223207035
2012,183,Washington,0.7492578482841189
2012,045,Clinton,0.7445366822985957
2012,163,Scott,0.7151444704771807
2012,139,Muscatine,0.7396347487968059
2012,169,Story,0.7669447515140781
2012,015,Boone,0.7611725231693887
2012,121,Madison,0.684970246398134
2012,181,Warren,0.6993681703476214
2012,049,Dallas,0.7133638944984424
2012,153,Polk,0.6810864874102683
2012,077,Guthrie,0.6975550087582042
2012,099,Jasper,0.7575491205826848
2013,149,Plymouth,0.748269774691191
2013,193,Woodbury,0.7392978635463054
2013,027,Carroll,0.7257523676784371
2013,061,Dubuque,0.7833475191460932
2013,101,Jefferson,0.74621593888461
2013,187,Webster,0.7048777178877069
2013,111,Lee,0.7258389250601407
2013,127,Marshall,0.7301282858716205
2013,195,Worth,0.661196565610942
2013,033,Cerro Gordo,0.7030409912811029
2013,051,Davis,0.7513109110500891
2013,179,Wapello,0.7486323731656974
2013,041,Clay,0.7332264809179433
2013,059,Dickinson,0.7199766874210762
2013,021,Buena Vista,0.7125485127899869
2013,013,Black Hawk,0.7230627405263357
2013,075,Grundy,0.7291972341056698
2013,017,Bremer,0.7583928417408274
2013,085,Harrison,0.7644650233755248
2013,129,Mills,0.7622319560632785
2013,155,Pottawattamie,0.7549660653071878
2013,123,Mahaska,0.7486859041768525
2013,125,Marion,0.7160277563183061
2013,053,Decatur,0.7458829060983494
2013,031,Cedar,0.7566538199662969
2013,151,Pocahontas,0.703013540567864
2013,109,Kossuth,0.7233795988734233
2013,089,Howard,0.6709392668503099
2013,147,Palo Alto,0.7238672881914451
2013,159,Ringgold,0.7247311388180514
2013,025,Calhoun,0.7059029866610937
2013,039,Clarke,0.74575620636842
2013,065,Fayette,0.7498956158012932
2013,001,Adair,0.7065590786899989
2013,037,Chickasaw,0.7381889305268512
2013,081,Hancock,0.7389454206143823
2013,157,Poweshiek,0.7444236177976082
2013,165,Shelby,0.7534578651869699
2013,185,Wayne,0.7235124677671723
2013,097,Jackson,0.7729546512335553
2013,043,Clayton,0.77806317049433
2013,007,Appanoose,0.7130213389089082
2013,177,Van Buren,0.7653081401542863
2013,197,Wright,0.7179310092031264
2013,137,Montgomery,0.7481027486091177
2013,175,Union,0.7233990591240661
2013,107,Keokuk,0.7564839151293724
2013,131,Mitchell,0.6720045714355484
2013,191,Winneshiek,0.7434520786984279
2013,161,Sac,0.7269644403118746
2013,055,Delaware,0.7834956349911674
2013,067,Floyd,0.7132875626353586
2013,009,Audubon,0.7357356467045655
2013,079,Hamilton,0.7028363067303685
2013,069,Franklin,0.7386545967958337
2013,141,O'Brien,0.7414997006249656
2013,167,Sioux,0.7483059031300573
2013,005,Allamakee,0.7653220691399726
2013,189,Winnebago,0.6860896061680857
2013,093,Ida,0.7458789803517061
2013,029,Cass,0.7389335868098409
2013,083,Hardin,0.7235137938355001
2013,173,Taylor,0.7344514614895506
2013,145,Page,0.7291587863324002
2013,035,Cherokee,0.7371062124073489
2013,071,Fremont,0.7588335276143946
2013,095,Iowa,0.7508794183394337
2013,023,Butler,0.752984512848203
2013,063,Emmet,0.7384435610078854
2013,047,Crawford,0.7339541241507326
2013,019,Buchanan,0.7343346658108796
2013,143,Osceola,0.7399339146052702
2013,073,Greene,0.7154337606671578
2013,087,Henry,0.7498605258144393
2013,119,Lyon,0.7467908869845422
2013,003,Adams,0.7280596040575331
2013,133,Monona,0.763201929858436
2013,091,Humboldt,0.7143215174684845
2013,115,Louisa,0.7438379342657659
2013,171,Tama,0.7315314206259365
2013,135,Monroe,0.746382474141741
2013,117,Lucas,0.7517201505095537
2013,057,Des Moines,0.7431518459151758
2013,011,Benton,0.7410451574730528
2013,113,Linn,0.7486607383932035
2013,105,Jones,0.7744147050674155
2013,103,Johnson,0.742277933920675
2013,183,Washington,0.7508188270663038
2013,045,Clinton,0.7595860249298982
2013,163,Scott,0.7242792242517242
2013,139,Muscatine,0.7423771222223263
2013,169,Story,0.6865278441963243
2013,015,Boone,0.7346652572816107
2013,121,Madison,0.7356419924415334
2013,181,Warren,0.7513534098489214
2013,049,Dallas,0.7207327190060819
2013,153,Polk,0.6597605085903188
2013,077,Guthrie,0.7246638308600805
2013,099,Jasper,0.7342790215324835
2014,149,Plymouth,0.7949065504591181
2014,193,Woodbury,0.7571159668992029
2014,027,Carroll,0.8281502505322316
2014,061,Dubuque,0.7838066302502507
2014,101,Jefferson,0.8262327158345575
2014,187,Webster,0.8109618551598173
2014,111,Lee,0.8038125469051658
2014,127,Marshall,0.8098274567018527
2014,195,Worth,0.7847846364135258
2014,033,Cerro Gordo,0.7743126135984397
2014,051,Davis,0.8189000027639748
2014,179,Wapello,0.8190763132804194
2014,041,Clay,0.771564723517573
2014,059,Dickinson,0.7360691348398715
2014,021,Buena Vista,0.7856504673902145
2014,013,Black Hawk,0.7568430919524834
2014,075,Grundy,0.7943465314949791
2014,017,Bremer,0.7705237757427225
2014,085,Harrison,0.7833551626102838
2014,129,Mills,0.7839499990395774
2014,155,Pottawattamie,0.7376734231842172
2014,123,Mahaska,0.8164781863223601
2014,125,Marion,0.7603958193709609
2014,053,Decatur,0.7931097410090464
2014,031,Cedar,0.7981112779815909
2014,151,Pocahontas,0.7965989946729111
2014,109,Kossuth,0.7852508125356553
2014,089,Howard,0.792246422399608
2014,147,Palo Alto,0.7651861754758266
2014,159,Ringgold,0.7977175453031998
2014,025,Calhoun,0.8225978981389666
2014,039,Clarke,0.7892640848655976
2014,065,Fayette,0.7840908052862494
2014,001,Adair,0.7857267800636899
2014,037,Chickasaw,0.766486849472481
2014,081,Hancock,0.789192809099279
2014,157,Poweshiek,0.8119041708661205
2014,165,Shelby,0.8061833187225078
2014,185,Wayne,0.7914979749238906
2014,097,Jackson,0.782133126375198
2014,043,Clayton,0.7961502233656987
2014,007,Appanoose,0.7891416827708005
2014,177,Van Buren,0.8323879375599343
2014,197,Wright,0.7640790484657156
2014,137,Montgomery,0.7774238799361207
2014,175,Union,0.7986798563312433
2014,107,Keokuk,0.8192277435848829
2014,131,Mitchell,0.7933432613259171
2014,191,Winneshiek,0.7983474043528158
2014,161,Sac,0.8200870162766596
2014,055,Delaware,0.7976247088631875
2014,067,Floyd,0.7771747548927067
2014,009,Audubon,0.8086727419268507
2014,079,Hamilton,0.7940616821613266
2014,069,Franklin,0.7758277122146512
2014,141,O'Brien,0.798070157521316
2014,167,Sioux,0.802064929923631
2014,005,Allamakee,0.7987182906601694
2014,189,Winnebago,0.7833546796908483
2014,093,Ida,0.811286603815489
2014,029,Cass,0.800348372108153
2014,083,Hardin,0.7867971575791303
2014,173,Taylor,0.8048903577355856
2014,145,Page,0.8072369028560448
2014,035,Cherokee,0.8054657337247354
2014,071,Fremont,0.7988153696234099
2014,095,Iowa,0.8016596566291113
2014,023,Butler,0.7820517312988334
2014,063,Emmet,0.7525534019372785
2014,047,Crawford,0.8184614479196275
2014,019,Buchanan,0.7886816045541365
2014,143,Osceola,0.786406790079244
2014,073,Greene,0.8252425007428679
2014,087,Henry,0.8284478229395322
2014,119,Lyon,0.7697362350042722
2014,003,Adams,0.8000748989598049
2014,133,Monona,0.7821142353112849
2014,091,Humboldt,0.7897956614465887
2014,115,Louisa,0.8025345321589191
2014,171,Tama,0.8027021763868113
2014,135,Monroe,0.8219010133501768
2014,117,Lucas,0.8021733097521071
2014,057,Des Moines,0.8011379826452499
2014,011,Benton,0.7971293075914445
2014,113,Linn,0.7680227208988877
2014,105,Jones,0.7821535610599071
2014,103,Johnson,0.7815873135582633
2014,183,Washington,0.8135677405551347
2014,045,Clinton,0.7847501844382802
2014,163,Scott,0.7663889999764028
2014,139,Muscatine,0.7913335185651842
2014,169,Story,0.7870429995435198
2014,015,Boone,0.8118932600977921
2014,121,Madison,0.7993997277524693
2014,181,Warren,0.7894662004044825
2014,049,Dallas,0.8037563951841412
2014,153,Polk,0.7219346653123669
2014,077,Guthrie,0.8028081188793765
2014,099,Jasper,0.815441201661643
2015,149,Plymouth,0.8095301889917745
2015,193,Woodbury,0.7875047501104827
2015,027,Carroll,0.8043745577341423
2015,061,Dubuque,0.7987558007580596
2015,101,Jefferson,0.7783634839532433
2015,187,Webster,0.8009704863122478
2015,111,Lee,0.7560250041786643
2015,127,Marshall,0.8207813656975984
2015,195,Worth,0.8131939181483123
2015,033,Cerro Gordo,0.7891131975143688
2015,051,Davis,0.7777566491124386
2015,179,Wapello,0.7783810702880777
2015,041,Clay,0.8050229284837936
2015,059,Dickinson,0.7780556083874552
2015,021,Buena Vista,0.7922438953794941
2015,013,Black Hawk,0.7892391311155903
2015,075,Grundy,0.8198920695969414
2015,017,Bremer,0.8163851863473052
2015,085,Harrison,0.7917890306305121
2015,129,Mills,0.787532704320156
2015,155,Pottawattamie,0.7888542067359529
2015,123,Mahaska,0.8136160082032411
2015,125,Marion,0.750170131107444
2015,053,Decatur,0.8007531382660642
2015,031,Cedar,0.8039736298075155
2015,151,Pocahontas,0.7989089794612304
2015,109,Kossuth,0.820128705450549
2015,089,Howard,0.8137341804956147
2015,147,Palo Alto,0.8063975894814918
2015,159,Ringgold,0.774990113940917
2015,025,Calhoun,0.7944523413666957
2015,039,Clarke,0.7857205773947273
2015,065,Fayette,0.8101842771007051
2015,001,Adair,0.780264632465872
2015,037,Chickasaw,0.8106295605375031
2015,081,Hancock,0.8181124479399997
2015,157,Poweshiek,0.8182570346299818
2015,165,Shelby,0.805777833347328
2015,185,Wayne,0.7756729543110445
2015,097,Jackson,0.8057084409263628
2015,043,Clayton,0.8125791706717805
2015,007,Appanoose,0.7587243978274412
2015,177,Van Buren,0.7856795933113133
2015,197,Wright,0.8131459009103184
2015,137,Montgomery,0.7781304516815718
2015,175,Union,0.7751121910282253
2015,107,Keokuk,0.8112672135462115
2015,131,Mitchell,0.8169110906403219
2015,191,Winneshiek,0.8035608085699157
2015,161,Sac,0.8030835336248795
2015,055,Delaware,0.8161225273187087
2015,067,Floyd,0.7945503943664818
2015,009,Audubon,0.7931015144665899
2015,079,Hamilton,0.823130397120015
2015,069,Franklin,0.8079887760021843
2015,141,O'Brien,0.8172254846489115
2015,167,Sioux,0.8154757640323717
2015,005,Allamakee,0.804292041881527
2015,189,Winnebago,0.8216314044443607
2015,093,Ida,0.8077394121062573
2015,029,Cass,0.7840370377715616
2015,083,Hardin,0.8235876032370476
2015,173,Taylor,0.7554347373866546
2015,145,Page,0.7642601043189373
2015,035,Cherokee,0.8108889478840394
2015,071,Fremont,0.7733293310927221
2015,095,Iowa,0.8053205643895943
2015,023,Butler,0.8149572088220884
2015,063,Emmet,0.8075478912039091
2015,047,Crawford,0.8083770700644959
2015,019,Buchanan,0.8038354531836971
2015,143,Osceola,0.8156518353160678
2015,073,Greene,0.7968665853233107
2015,087,Henry,0.7986186544016535
2015,119,Lyon,0.8132050372843461
2015,003,Adams,0.7631679628181643
2015,133,Monona,0.8030721761197727
2015,091,Humboldt,0.8099566870152194
2015,115,Louisa,0.7914151797779224
2015,171,Tama,0.8178241002263319
2015,135,Monroe,0.7932967689617548
2015,117,Lucas,0.7907044254635369
2015,057,Des Moines,0.7779039861829752
2015,011,Benton,0.8098949482998
2015,113,Linn,0.7790448266153783
2015,105,Jones,0.8038775543593782
2015,103,Johnson,0.7824337355788528
2015,183,Washington,0.8029986596462959
2015,045,Clinton,0.7862345639959782
2015,163,Scott,0.7707401762158856
2015,139,Muscatine,0.783083546843917
2015,169,Story,0.805629686728342
2015,015,Boone,0.8138841122365632
2015,121,Madison,0.7861054491246315
2015,181,Warren,0.7900782405950675
2015,049,Dallas,0.787284484397126
2015,153,Polk,0.7299515161257804
2015,077,Guthrie,0.7865176363346599
2015,099,Jasper,0.8232812374937205
2016,149,Plymouth,0.7879924580284877
2016,193,Woodbury,0.7688823465424125
2016,027,Carroll,0.8169430913083173
2016,061,Dubuque,0.8097924823484892
2016,101,Jefferson,0.7998162288743839
2016,187,Webster,0.8117668686679133
2016,111,Lee,0.7831161106349043
2016,127,Marshall,0.837477121564954
2016,195,Worth,0.8182629360991628
2016,033,Cerro Gordo,0.8122796366207353
2016,051,Davis,0.8005535666089137
2016,179,Wapello,0.8055471068436204
2016,041,Clay,0.7854994068337402
2016,059,Dickinson,0.7425680426779565
2016,021,Buena Vista,0.803988926470535
2016,013,Black Hawk,0.8000234112834016
2016,075,Grundy,0.8270896705257041
2016,017,Bremer,0.827713292030896
2016,085,Harrison,0.8012329958019094
2016,129,Mills,0.7991620949147363
2016,155,Pottawattamie,0.7996441793622451
2016,123,Mahaska,0.816618116718734
2016,125,Marion,0.773948346326577
2016,053,Decatur,0.8022142418217041
2016,031,Cedar,0.825370666869557
2016,151,Pocahontas,0.8193937557984168
2016,109,Kossuth,0.8136517582533467
2016,089,Howard,0.8251765472667398
2016,147,Palo Alto,0.8037898130956234
2016,159,Ringgold,0.7879318508180798
2016,025,Calhoun,0.8234960114303229
2016,039,Clarke,0.7959008772103707
2016,065,Fayette,0.8235579473462806
2016,001,Adair,0.8002982643606157
2016,037,Chickasaw,0.8256472404623173
2016,081,Hancock,0.8339628657824152
2016,157,Poweshiek,0.8251451806060263
2016,165,Shelby,0.8137328089840932
2016,185,Wayne,0.7960075805048415
2016,097,Jackson,0.8241063712783998
2016,043,Clayton,0.825124514897976
2016,007,Appanoose,0.7750983738785991
2016,177,Van Buren,0.8052646643325895
2016,197,Wright,0.8256897794674818
2016,137,Montgomery,0.8024037086422948
2016,175,Union,0.7957890438649756
2016,107,Keokuk,0.8146159985403328
2016,131,Mitchell,0.8345624599065706
2016,191,Winneshiek,0.8175328323704686
2016,161,Sac,0.8191103898422516
2016,055,Delaware,0.8394193396155382
2016,067,Floyd,0.8249286371985464
2016,009,Audubon,0.802791451832429
2016,079,Hamilton,0.8125013834145518
2016,069,Franklin,0.8382871295707709
2016,141,O'Brien,0.802953644336731
2016,167,Sioux,0.7980483653126269
2016,005,Allamakee,0.8162533487348221
2016,189,Winnebago,0.8112089936547716
2016,093,Ida,0.8088802911826742
2016,029,Cass,0.8110074248733559
2016,083,Hardin,0.82348197354399
2016,173,Taylor,0.7846372656455527
2016,145,Page,0.7933745921664999
2016,035,Cherokee,0.8005508709115314
2016,071,Fremont,0.7914821612764775
2016,095,Iowa,0.8153899022078498
2016,023,Butler,0.8353437135566527
2016,063,Emmet,0.7882326312953358
2016,047,Crawford,0.8038782500462976
2016,019,Buchanan,0.8324669532478104
2016,143,Osceola,0.7840407268121435
2016,073,Greene,0.8324328754365836
2016,087,Henry,0.8088059964085875
2016,119,Lyon,0.7981522557956133
2016,003,Adams,0.8035456092902096
2016,133,Monona,0.7801085134338912
2016,091,Humboldt,0.8287462263907991
2016,115,Louisa,0.8021287951856246
2016,171,Tama,0.8292495264175133
2016,135,Monroe,0.8064762597157162
2016,117,Lucas,0.8063803621478077
2016,057,Des Moines,0.7908249855114782
2016,011,Benton,0.837991944676617
2016,113,Linn,0.808334342771047
2016,105,Jones,0.8385932117862739
2016,103,Johnson,0.794286313163742
2016,183,Washington,0.8022145027496709
2016,045,Clinton,0.828994398176836
2016,163,Scott,0.7891423302727555
2016,139,Muscatine,0.7951542477901941
2016,169,Story,0.8227374168208769
2016,015,Boone,0.830440753348999
2016,121,Madison,0.8035392458879453
2016,181,Warren,0.8034279604890705
2016,049,Dallas,0.8058491494626784
2016,153,Polk,0.7442464705169055
2016,077,Guthrie,0.8023069065735972
2016,099,Jasper,0.8369199691208876
2017,149,Plymouth,0.7783793008443951
2017,193,Woodbury,0.7497834918192539
2017,027,Carroll,0.7788239617096432
2017,061,Dubuque,0.7947592160456298
2017,101,Jefferson,0.747302578539937
2017,187,Webster,0.7698692510976197
2017,111,Lee,0.7611712990960013
2017,127,Marshall,0.7813642014567699
2017,195,Worth,0.7819664426195596
2017,033,Cerro Gordo,0.7606614128509285
2017,051,Davis,0.7161168544375481
2017,179,Wapello,0.7401216989618097
2017,041,Clay,0.776478537281391
2017,059,Dickinson,0.7464745029965537
2017,021,Buena Vista,0.7662835328456792
2017,013,Black Hawk,0.7657775932818571
2017,075,Grundy,0.8043260839044886
2017,017,Bremer,0.7925448124540565
2017,085,Harrison,0.7790818671604978
2017,129,Mills,0.7945392688068479
2017,155,Pottawattamie,0.7713913285092798
2017,123,Mahaska,0.7615063327688674
2017,125,Marion,0.7290121060507675
2017,053,Decatur,0.7444510010617754
2017,031,Cedar,0.8027444804043563
2017,151,Pocahontas,0.7722792825341037
2017,109,Kossuth,0.7942850930810527
2017,089,Howard,0.7905246822294385
2017,147,Palo Alto,0.7871907887730484
2017,159,Ringgold,0.7618329677296029
2017,025,Calhoun,0.7692716490970234
2017,039,Clarke,0.7112521578051365
2017,065,Fayette,0.7895797993074561
2017,001,Adair,0.7609122697340227
2017,037,Chickasaw,0.7825490749006685
2017,081,Hancock,0.7830525482009629
2017,157,Poweshiek,0.800152643462595
2017,165,Shelby,0.7916122918490714
2017,185,Wayne,0.7376231888900182
2017,097,Jackson,0.7892323258185311
2017,043,Clayton,0.8040586191378121
