year,state_alpha,county_name,county_code,commodity_desc,short_desc,Value,unit_desc
2023,IA,ALLAMAKEE,005,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17.5,TONS / ACRE
2024,IA,ALLAMAKEE,005,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.3,BU / ACRE
2025,IA,ALLAMAKEE,005,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.1,BU / ACRE
2025,IA,ALLAMAKEE,005,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",28.0,TONS / ACRE
2010,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.2,BU / ACRE
2011,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.1,BU / ACRE
2012,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.5,BU / ACRE
2013,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.1,BU / ACRE
2014,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.9,BU / ACRE
2015,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.3,BU / ACRE
2015,IA,APPANOOSE,007,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",14.0,TONS / ACRE
2016,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.3,BU / ACRE
2017,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.0,BU / ACRE
2017,IA,APPANOOSE,007,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",16.0,TONS / ACRE
2019,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.8,BU / ACRE
2020,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.6,BU / ACRE
2020,IA,APPANOOSE,007,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",13.0,TONS / ACRE
2021,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.6,BU / ACRE
2021,IA,APPANOOSE,007,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",13.5,TONS / ACRE
2022,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.1,BU / ACRE
2022,IA,APPANOOSE,007,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17.5,TONS / ACRE
2023,IA,APPANOOSE,007,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.8,BU / ACRE
2010,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.3,BU / ACRE
2011,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.6,BU / ACRE
2012,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.8,BU / ACRE
2013,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157.1,BU / ACRE
2014,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,BU / ACRE
2015,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.8,BU / ACRE
2016,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.1,BU / ACRE
2017,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.2,BU / ACRE
2018,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.0,BU / ACRE
2019,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.0,BU / ACRE
2020,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.8,BU / ACRE
2020,IA,AUDUBON,009,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17.0,TONS / ACRE
2021,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.0,BU / ACRE
2022,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.9,BU / ACRE
2023,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.6,BU / ACRE
2024,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",224.2,BU / ACRE
2025,IA,AUDUBON,009,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",224.7,BU / ACRE
2010,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.0,BU / ACRE
2011,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157.2,BU / ACRE
2012,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.3,BU / ACRE
2013,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.7,BU / ACRE
2014,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.4,BU / ACRE
2015,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.5,BU / ACRE
2016,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.9,BU / ACRE
2017,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",215.3,BU / ACRE
2018,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",214.6,BU / ACRE
2019,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.6,BU / ACRE
2020,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.8,BU / ACRE
2020,IA,BENTON,011,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17.5,TONS / ACRE
2021,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.7,BU / ACRE
2021,IA,BENTON,011,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",19.0,TONS / ACRE
2022,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221.7,BU / ACRE
2022,IA,BENTON,011,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",25.5,TONS / ACRE
2023,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.7,BU / ACRE
2024,IA,BENTON,011,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",238.6,BU / ACRE
2010,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.4,BU / ACRE
2011,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.1,BU / ACRE
2012,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126.4,BU / ACRE
2013,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.1,BU / ACRE
2014,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165.2,BU / ACRE
2015,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.9,BU / ACRE
2016,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.4,BU / ACRE
2017,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.2,BU / ACRE
2018,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.2,BU / ACRE
2019,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.1,BU / ACRE
2020,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.8,BU / ACRE
2020,IA,BLACK HAWK,013,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",13.5,TONS / ACRE
2021,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.6,BU / ACRE
2022,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.4,BU / ACRE
2024,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.9,BU / ACRE
2025,IA,BLACK HAWK,013,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.2,BU / ACRE
2025,IA,BLACK HAWK,013,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",24.0,TONS / ACRE
2010,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.5,BU / ACRE
2011,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.5,BU / ACRE
2012,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.1,BU / ACRE
2013,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.2,BU / ACRE
2014,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.9,BU / ACRE
2015,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.3,BU / ACRE
2016,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.4,BU / ACRE
2017,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.4,BU / ACRE
2018,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.7,BU / ACRE
2019,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.8,BU / ACRE
2019,IA,BOONE,015,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23.0,TONS / ACRE
2020,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.7,BU / ACRE
2021,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.4,BU / ACRE
2022,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.4,BU / ACRE
2023,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",226.5,BU / ACRE
2024,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.6,BU / ACRE
2025,IA,BOONE,015,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.9,BU / ACRE
2010,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.6,BU / ACRE
2011,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.5,BU / ACRE
2011,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",28.0,TONS / ACRE
2012,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.3,BU / ACRE
2013,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.1,BU / ACRE
2014,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,BU / ACRE
2015,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.1,BU / ACRE
2016,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.6,BU / ACRE
2017,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.7,BU / ACRE
2018,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.4,BU / ACRE
2019,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.5,BU / ACRE
2020,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.6,BU / ACRE
2020,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",20.5,TONS / ACRE
2021,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.1,BU / ACRE
2021,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23.0,TONS / ACRE
2022,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.8,BU / ACRE
2022,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",24.0,TONS / ACRE
2023,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.9,BU / ACRE
2023,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",18.5,TONS / ACRE
2024,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.9,BU / ACRE
2024,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",21.0,TONS / ACRE
2025,IA,BREMER,017,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",213.1,BU / ACRE
2025,IA,BREMER,017,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23.5,TONS / ACRE
2010,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.5,BU / ACRE
2011,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.0,BU / ACRE
2012,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.4,BU / ACRE
2013,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.8,BU / ACRE
2014,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.3,BU / ACRE
2015,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.6,BU / ACRE
2016,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.6,BU / ACRE
2017,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221.3,BU / ACRE
2018,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.1,BU / ACRE
2019,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.9,BU / ACRE
2020,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.3,BU / ACRE
2020,IA,BUCHANAN,019,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",20.0,TONS / ACRE
2021,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.0,BU / ACRE
2022,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.7,BU / ACRE
2022,IA,BUCHANAN,019,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",22.0,TONS / ACRE
2023,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.7,BU / ACRE
2024,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",220.8,BU / ACRE
2025,IA,BUCHANAN,019,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.9,BU / ACRE
2025,IA,BUCHANAN,019,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23.5,TONS / ACRE
2010,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.3,BU / ACRE
2011,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.2,BU / ACRE
2011,IA,BUENA VISTA,021,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",22.0,TONS / ACRE
2012,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.2,BU / ACRE
2013,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.5,BU / ACRE
2014,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.1,BU / ACRE
2015,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.7,BU / ACRE
2016,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.1,BU / ACRE
2017,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.9,BU / ACRE
2018,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.1,BU / ACRE
2019,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.8,BU / ACRE
2020,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.9,BU / ACRE
2021,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.9,BU / ACRE
2022,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.9,BU / ACRE
2023,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.0,BU / ACRE
2025,IA,BUENA VISTA,021,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.0,BU / ACRE
2010,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.5,BU / ACRE
2011,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.7,BU / ACRE
2012,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,BU / ACRE
2013,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.2,BU / ACRE
2014,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.7,BU / ACRE
2015,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.3,BU / ACRE
2016,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.3,BU / ACRE
2017,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.4,BU / ACRE
2018,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.3,BU / ACRE
2019,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.5,BU / ACRE
2020,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.8,BU / ACRE
2020,IA,BUTLER,023,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17.0,TONS / ACRE
2021,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.5,BU / ACRE
2022,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.4,BU / ACRE
2022,IA,BUTLER,023,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",21.5,TONS / ACRE
2023,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.1,BU / ACRE
2024,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.8,BU / ACRE
2025,IA,BUTLER,023,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.8,BU / ACRE
2010,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.3,BU / ACRE
2011,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.9,BU / ACRE
2012,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134.8,BU / ACRE
2013,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.6,BU / ACRE
2014,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.6,BU / ACRE
2015,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.7,BU / ACRE
2016,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.3,BU / ACRE
2017,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.1,BU / ACRE
2018,IA,CALHOUN,025,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.3,BU / ACRE
