year,state_fips,state_alpha,county_fips,county_name,yield_bu_acre,ndvi_jun,ndvi_jul,precip_sum_jun,precip_sum_jul,tmean_jun,tmean_jul,tmax_jun,tmax_jul,tmin_jun,tmin_jul,soil_moisture_jun,soil_moisture_jul,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous
2015,19,IA,003,ADAMS,169.6,0.6729869710973653,0.8420428101631451,146.46600610838155,238.32570726154927,21.66624916240112,22.86636590930812,26.962775310853992,28.1281240371212,16.3707286289878,17.60560219638199,0.3590365345810491,0.3492670751395916,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.1252405402224446
2016,19,IA,003,ADAMS,187.4,0.7512693841473896,0.8625306065127899,55.89656456987656,196.85013125377455,23.71765303043182,23.058611321382205,30.063045083421372,28.313469235573564,17.37323342236418,17.80475005302768,0.2669110883966407,0.2786190306573176,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.1556264947343393
2017,19,IA,003,ADAMS,179.9,0.7672783283963818,0.8287292749940959,109.54594994975244,38.3308004992821,22.03615263992768,24.75822964114973,28.780250703852513,30.66562998989809,15.293059731644233,18.851841369807214,0.2581082029155889,0.1953999595908027,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.1635994304861453
2018,19,IA,003,ADAMS,171.6,0.8302282878767301,0.843198425592539,191.1841968272733,36.15144227844728,23.09699709276646,23.171213362594106,28.72186595377689,29.224134668821996,17.47310275499038,17.119299809402833,0.3133240550713468,0.2465024889312257,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.1147471679943845
2020,19,IA,003,ADAMS,173.3,0.6741302915578676,0.8667808518873186,53.57049436570257,111.0173091953762,23.526644137080588,24.424772213207547,29.352973701643805,30.115543456450084,17.7004128651556,18.734102050774645,0.3390085735426833,0.3202153773867776,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.058282177855362
2010,19,IA,005,ALLAMAKEE,175.8,0.8082340759994099,0.8562605123187575,200.9154500315291,217.7194358430532,20.355342738597507,23.33376657132563,25.50963930101718,28.16703823481105,15.20204349790351,18.501506950124504,0.3905598303289688,0.3711181625652786,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.379314504545673
2011,19,IA,005,ALLAMAKEE,173.3,0.707899067662138,0.8598705266078346,92.49923340617894,65.01134732341073,20.393822737987417,24.51588697315057,25.49359615433037,29.836276748775074,15.295040031281092,19.196492929266036,0.3549320209497317,0.264419192058033,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.4054083812462931
2012,19,IA,005,ALLAMAKEE,153.6,0.7174622196380315,0.8370964538515594,47.84174622092209,72.9632513661191,21.659351110771677,25.632743438726425,27.930286191053213,31.81674723599735,15.389409471585646,19.449737045098622,0.2656975986426215,0.2174143398188816,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5725550731065825
2013,19,IA,005,ALLAMAKEE,162.1,0.618928164007574,0.789065419111711,305.51665454460834,72.75707557590583,19.645488997221072,22.169066399291903,24.48033389560771,27.768876402416893,14.811634213207858,16.57026608491731,0.3870723435054292,0.3088757989474153,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.413924298090347
2014,19,IA,005,ALLAMAKEE,175.6,0.7156006644575913,0.8480462414730369,242.1786306875312,42.740286597243255,21.147680827089168,20.162838078033648,26.39419662450829,25.488844754821265,15.902157268781457,14.837830156923072,0.3626725210107896,0.3370331450362384,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.3632567829762544
2015,19,IA,005,ALLAMAKEE,175.4,0.7178050459905421,0.863526199963043,163.2362403184588,44.658555438288104,19.93019160335882,21.405469789090425,25.32511439041203,26.953037035519905,14.53625195777478,15.858911596506555,0.3631893775990002,0.3336617994329924,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5212756290111894
2016,19,IA,005,ALLAMAKEE,205.1,0.7740895237401554,0.8666659685608452,147.2732650515303,189.14541214352275,20.749885900766945,22.401042589949096,26.665072600664857,27.39070754785345,14.835693158225906,17.412385865514054,0.3206383037713592,0.3259907445208318,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5305295355332429
2017,19,IA,005,ALLAMAKEE,190.5,0.6752491580715028,0.8637643882050035,117.60617983814352,103.92727786850342,20.85907882838357,22.35952419441721,26.903850553067,27.677712041491738,14.815317182958538,17.042340313944862,0.3226165724752604,0.3352833113282103,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5336759394578422
2018,19,IA,005,ALLAMAKEE,198.4,0.7020705750777726,0.8496715726499088,162.31997926137356,89.09635785192285,21.458158096779556,22.077198993005933,26.19261302307083,27.60080018790698,16.724691133116277,16.554573231075366,0.3640058320809823,0.3298369665484788,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5189915188059029
2019,19,IA,005,ALLAMAKEE,187.2,0.6575569379064391,0.8608221571136616,144.23806431601062,122.13843542573991,19.361400120058015,23.454330345410987,24.91809559259709,28.64721458333985,13.804805235696618,18.26154434685734,0.3654749144559865,0.360493615442603,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.4765578218274084
2020,19,IA,005,ALLAMAKEE,196.3,0.6425558871056212,0.8675164792032979,218.04277471788456,96.68645034218352,21.082350248061445,23.395391141627588,26.922719807721872,29.1245693218654,15.242080889779103,17.666315030193587,0.3642123495907243,0.3417910621126548,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5831741629114694
2021,19,IA,005,ALLAMAKEE,198.5,0.7489933018961957,0.8621346622056648,140.6177144275382,85.70084569082483,22.65607316388683,22.08555638177923,29.161265336785277,27.581283379312055,16.289343943308545,16.589972832193386,0.2999941069992488,0.3148542541412958,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5083287815871081
2022,19,IA,005,ALLAMAKEE,215.9,0.6452699950824627,0.8838330084537945,110.59506619420374,222.0637533084485,20.32506234699104,22.16644045172925,26.25082097796103,27.82056262415192,14.399447172075355,16.512463969049293,0.3463125391222599,0.3272216280269237,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5261329165282469
2023,19,IA,005,ALLAMAKEE,183.9,0.7076569098895484,0.8689411320085307,44.59366860444831,91.534951691897,20.487817117843004,21.116582699436343,27.503411325689335,27.663248159779965,13.472364961280972,14.570061110462992,0.2428443753939564,0.2368523961812379,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.4821443443424541
2024,19,IA,005,ALLAMAKEE,216.3,0.743168658453496,0.8344731772163495,189.1123290091634,107.88609813982796,20.33205654726686,21.74063305904797,26.077308104917947,27.229172775836112,14.58680493268532,16.252093166225585,0.3605325277334616,0.3664995706183279,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.3479057497733659
2025,19,IA,005,ALLAMAKEE,211.1,0.7674131310145116,0.8647825400314738,130.10430222992534,115.28593739106668,21.557399913999905,23.166687309976947,27.26321131795162,28.46280630969436,15.85158850743952,17.87054492110856,0.3483041220720054,0.360496018139886,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.5136337445425198
2010,19,IA,007,APPANOOSE,75.2,0.6721654041975837,0.7797646687005582,318.64926749684713,335.0444281625037,22.894530642821948,24.7459145198114,28.20375993390776,29.61720796372167,17.58629748790225,19.875587737216204,0.3825357673885591,0.3551726796396636,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0702873605851064
2011,19,IA,007,APPANOOSE,120.1,0.7241340966321288,0.808255831805532,281.6687885717945,32.937972704897156,21.802921001764087,26.960956521336488,26.47662430343887,32.22185209961887,17.130217106583835,21.701083638402253,0.3728520719236296,0.2466336251020953,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0854932125949121
2012,19,IA,007,APPANOOSE,44.5,0.7442148339585679,0.6587462145879917,73.09056242241164,21.87363536614259,22.589806300607453,27.671226675657472,29.089643282207593,34.94530931393441,16.09095244790176,20.39814467624412,0.2147831757713789,0.1605893802147503,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.10689100292389
2013,19,IA,007,APPANOOSE,109.1,0.6284510479227016,0.7906968778378611,82.01550984288674,61.55890718511745,21.09882109348695,22.708360129179898,26.188030667269928,28.635023167056428,16.010607565434288,16.782693775279014,0.3603646973232221,0.2387064419991223,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.1387367884884758
2014,19,IA,007,APPANOOSE,170.9,0.8057884835201201,0.8482613501681247,194.62109740762995,77.13484573686802,21.81521428764777,21.147560753522797,26.979356641410508,26.836459121396462,16.652062880095624,15.459656820940848,0.3424135233951212,0.2589681286030055,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.1082228359806874
2015,19,IA,007,APPANOOSE,154.3,0.7570069796511829,0.825496326527464,302.5382838517908,322.01603040720215,21.714075436818785,23.117064818461607,26.719782071593944,28.07902915280758,16.709368923658968,18.156079517830275,0.3669095278462295,0.3611418988124971,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.1037044228221758
2016,19,IA,007,APPANOOSE,186.3,0.7532733709447192,0.8582171628444317,39.465486277358245,113.21535181613784,23.650050273370663,23.420531771111513,30.144220245511903,28.75449808728716,17.15688891510675,18.08755590353029,0.2556197280150911,0.2134554947065703,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0861466948123301
2017,19,IA,007,APPANOOSE,170.0,0.7365010427272487,0.8117889912595881,89.13589389018459,39.820761935858975,22.38455062352403,25.18061987754647,29.06886476585267,31.38026007664158,15.701215522938282,18.98198979374509,0.2545827147833947,0.2022370371508896,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0755502474561103
2019,19,IA,007,APPANOOSE,166.8,0.6224567336893531,0.8210251102206506,145.19814773440203,102.60682909700571,21.153177415170976,24.515909009082353,26.67923991701734,30.0896912120329,15.627214425994506,18.942227099531447,0.3546264679667152,0.2501569317369868,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0665672735880392
2020,19,IA,007,APPANOOSE,143.6,0.6698983611870547,0.8691542768321724,90.06167976740691,75.76622346434253,22.893592553146835,24.836791528978125,28.476999140554863,30.307063426145675,17.310285308230174,19.366621143141916,0.3351285508221542,0.3247020254118239,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0559979426008324
2021,19,IA,007,APPANOOSE,171.6,0.7259495355290135,0.8487559848945846,132.42907429255575,210.8121440510063,23.011671294043406,23.558878535932926,29.105271295834612,28.760224047527533,17.056167143782318,18.3576746553638,0.2862065701971206,0.3405036863681879,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0425005136980533
2022,19,IA,007,APPANOOSE,146.1,0.6954826985979288,0.8475476692944697,106.14166097796388,69.12125967610247,22.43924375172719,23.864667804887475,28.501199045219057,29.669683740107978,16.37743263239232,18.059792014995267,0.2836798148006868,0.2093058189608082,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0307939579372223
2023,19,IA,007,APPANOOSE,172.8,0.7790285782310604,0.8718463804221159,47.317976749440845,66.83577356162957,22.156540363268046,23.187089406303866,28.95886652815052,29.155657386401987,15.354358143636448,17.21866365853986,0.195193040935431,0.2467031223606678,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.0171549043092511
2010,19,IA,009,AUDUBON,160.3,0.7673218660514718,0.8471669311049094,346.47962156777345,201.33880185504148,21.352946766500025,23.186577939832752,27.075677702495625,28.39024931581161,15.631208465816067,17.983911454934148,0.3748521108350771,0.3563112500702479,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1627754021824064
2011,19,IA,009,AUDUBON,176.6,0.700853783047787,0.8887151874789434,171.57151261983873,68.69247353845962,21.18320898031712,25.092324646490894,26.50415267024793,30.21283018926714,15.863292597445918,19.97278399231523,0.3823573838539321,0.268984480733286,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1812715130260428
2012,19,IA,009,AUDUBON,114.8,0.7369860256117564,0.7794358463430735,92.43439281795808,4.318220187252319,22.31206528550999,25.95421307894184,28.4960948708107,33.073604584834925,16.129024999478805,18.835820023338034,0.2970409611800784,0.1589738264988943,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.2614009929369134
2013,19,IA,009,AUDUBON,157.1,0.5948264968036604,0.8517087655916301,152.17692243150162,20.86402576229641,20.460259948822426,22.26205040299868,25.561427436553064,28.53563130210258,15.360068417873904,15.98945360191926,0.3546847059820784,0.1907858811242128,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.3134145360432958
2014,19,IA,009,AUDUBON,185.5,0.7573679838364467,0.8577146338860171,222.47693084482455,36.18083641881145,21.3274813458004,20.30529281807939,26.975311458826756,26.156257456354627,15.68064993769706,14.4553155016646,0.3738383812758902,0.2986926616212363,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.2500497242136841
2015,19,IA,009,AUDUBON,189.8,0.6920439653124927,0.8786252755521793,201.33599054673977,124.55713626278292,21.073405284691585,21.95442628412822,26.548002457523907,27.396451123500764,15.599809772379016,16.51338872970927,0.3605989362114171,0.3347113143020796,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1537537718828585
2016,19,IA,009,AUDUBON,206.1,0.7133951591782003,0.8732648099711259,38.13821708655444,112.13525741446117,23.52469292784834,22.330007945079384,30.146077772027983,27.780552441014414,16.904306077470405,16.880471856383057,0.2933959198220264,0.3061623167850834,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1880836696591277
2017,19,IA,009,AUDUBON,211.2,0.7510976148305855,0.8581868287108035,57.80310692960562,61.86943221886551,21.97456379481769,24.039590754485705,28.885994755786335,30.15766501615336,15.064137027217996,17.92251853784922,0.2792383723183569,0.2216495002827267,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.2334178588621114
2018,19,IA,009,AUDUBON,180.0,0.8180582585253956,0.8710963600042947,218.9457696378676,23.605781589439346,22.863002547604744,22.454599495905235,28.22463724005536,28.443825299931508,17.502335629525554,16.46635004200824,0.3399482573829845,0.2684002919243581,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1986401632463241
2019,19,IA,009,AUDUBON,216.0,0.7426064638215406,0.872356251616519,63.91380607035839,108.6139375860584,20.934266618856803,23.146632799767765,26.735492192496185,28.639828334732197,15.1331392248799,17.653538515982884,0.3437834681719091,0.2427509061747602,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1868788539986718
2020,19,IA,009,AUDUBON,170.8,0.7157535288291974,0.8579760781130491,51.45299498504721,24.67504584320221,23.33417028945462,24.18990153200595,29.36697904375437,30.66033399873802,17.301462678037847,17.7195695348416,0.3185645977374889,0.2764969060421317,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1686136927329583
2021,19,IA,009,AUDUBON,216.0,0.7182089606150122,0.8960268792300463,79.34561758448194,150.86779837234852,22.932865229381317,22.34433295159588,30.092811478521877,28.627235074180696,16.15896615374891,16.061574820696503,0.2516575199854172,0.2638759156371061,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1400048649123528
2022,19,IA,009,AUDUBON,197.9,0.6875213688526334,0.8721802647220178,127.01811613456869,84.84333988598813,22.239104124597876,23.131961832205633,28.705451142278218,29.084303629489735,15.77289679661031,17.17976331704951,0.338540440106513,0.2792258996784058,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.110722748254732
2023,19,IA,009,AUDUBON,197.6,0.782671289247212,0.8752384813897212,92.4201332273976,68.82923220371099,21.690161869651305,21.608989909024313,28.78587438212507,27.896061548813144,14.594593896483874,15.322061871209716,0.2258820055309635,0.2179378749610075,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.115755917207283
2024,19,IA,009,AUDUBON,224.2,0.7878816306791676,0.8756917703329136,109.14789876698092,93.12461836320593,22.189128245813983,22.10097881660091,28.643835159312392,28.318398086756787,15.734421591523564,15.88355943017285,0.3518753290775971,0.3234168801754981,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1792141432949452
2025,19,IA,009,AUDUBON,224.7,0.776561728029536,0.8866347229904792,156.8160622901336,204.9459785522619,22.59946927264653,23.837504252449925,28.68119420627189,29.46662179911478,16.517744553581263,18.208331627877623,0.3333786986407802,0.3359041372542035,3.2136184669858143,63.146262865557155,27.9348931481554,14.190086322865078,26.49527526832623,414.47002746764065,4.244366083687522,0.1779122686633434
2010,19,IA,011,BENTON,179.0,0.8150966187352296,0.8746661287952491,228.66844190589268,144.5146286006279,21.82088806731711,23.77173446673003,27.188247769837915,28.9083124219056,16.454537661066826,18.636150803212452,0.3828991464490633,0.3567096847130507,3.559064118197699,62.79250077876972,23.548051959995465,24.26181802848335,23.74631923616371,267.92633734950647,3.1743347340593924,0.22422349685379
2011,19,IA,011,BENTON,157.2,0.7183533508998665,0.8719108909112495,133.3047239647449,88.08903929963006,20.849302382855104,25.05012388574198,25.93466975943385,30.51949846099027,15.764929005009392,19.581762780301727,0.3703325307143471,0.2664345325086482,3.559064118197699,62.79250077876972,23.548051959995465,24.26181802848335,23.74631923616371,267.92633734950647,3.1743347340593924,0.2784432518258491
2012,19,IA,011,BENTON,129.3,0.7237491590015331,0.810739274169775,41.71962837336785,40.49346804647187,21.816598828822674,25.83771414184723,28.59978077895947,32.7094976562006,15.034405014320043,18.966934118740575,0.2558470871439381,0.1704563505303922,3.559064118197699,62.79250077876972,23.548051959995465,24.26181802848335,23.74631923616371,267.92633734950647,3.1743347340593924,0.3300802426997613
2013,19,IA,011,BENTON,163.7,0.5881406437861484,0.8578486975836701,138.7914318210167,68.42980199409953,20.897414783990705,22.12438554520007,25.966839090179192,28.12750667714149,15.828966897056867,16.122252757743684,0.3758413834261254,0.2391286432135041,3.559064118197699,62.79250077876972,23.548051959995465,24.26181802848335,23.74631923616371,267.92633734950647,3.1743347340593924,0.2951313514976453
