year,state_fips,state_alpha,county_fips,county_name,yield_bu_acre,ndvi_jun,ndvi_jul,precip_sum_jun,precip_sum_jul,tmean_jun,tmean_jul,tmax_jun,tmax_jul,tmin_jun,tmin_jul,soil_moisture_jun,soil_moisture_jul,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous
2011,17,IL,111,MCHENRY,78.6,0.7059557036091587,0.6760043283253109,79.49412346526313,176.2760977606692,20.01872469552885,24.445327076057954,25.593220323808296,30.345735588445525,14.44523276052347,18.545907086636905,0.3786174056754275,0.3022270512380793,5.666506837809817,63.69185417306232,19.204798109393263,36.86733814866509,22.060988050485545,266.56714345559817,2.5876714925180258,0.0184754493881365
2013,17,IL,111,MCHENRY,69.1,0.7126368376565685,0.6819480173925352,204.3640527411443,55.07312522174504,19.301626929094645,21.62636317079694,24.97144621489747,27.20869906401444,13.632806729498617,16.045019447240023,0.3662373583781038,0.2766332871388597,5.666506837809817,63.69185417306232,19.204798109393263,36.86733814866509,22.060988050485545,266.56714345559817,2.5876714925180258,0.0166806580683143
2011,17,IL,189,WASHINGTON,64.4,0.4628250458628545,0.6545458581098175,234.13869865380065,141.59366265440048,24.470302790561856,27.92032024090798,29.913964766711345,33.408129102667736,19.02762059513787,22.43351654475163,0.4266593125283408,0.41090939445661,2.2398797253253275,60.43446413120936,17.97841993970489,13.846546467358651,23.485892412689218,148.17314967964143,2.1442075909962672,0.0
2015,17,IL,189,WASHINGTON,68.4,0.5486601336973054,0.6612973898453606,239.4939280005942,92.76958628963528,24.10466165475194,25.242720263175237,28.68341097643944,29.91855424401416,19.526906975829927,20.567878275806756,0.4588053861427707,0.4426742322325534,2.2398797253253275,60.43446413120936,17.97841993970489,13.846546467358651,23.485892412689218,148.17314967964143,2.1442075909962672,0.001538758614031
2010,31,NE,007,BANNER,29.7,0.4822067047794664,0.339264630784912,88.98714416426468,57.565000723072934,18.62450463539582,21.96485243845195,26.21993723264614,30.334814533934903,11.030045901640108,13.595900828699774,0.2936463580632028,0.2074964372625007,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1424786449189007
2011,31,NE,007,BANNER,37.5,0.4805537312883465,0.3367656137275241,75.8352888359183,56.249437350218805,17.866983854099157,23.645971948045556,26.267779748294505,32.011986673397125,9.467181014963767,15.280942582867878,0.2462423315362993,0.209004179384846,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1021417681964743
2012,31,NE,007,BANNER,26.1,0.2843412877307618,0.2429294382656225,28.89472500799153,33.06084742920642,22.294276514046174,24.870396108110928,32.01398327312516,34.00991822241833,12.57558234595498,15.731880729010385,0.167955778549169,0.1804366735640624,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.138643908843665
2013,31,NE,007,BANNER,23.2,0.404178645237039,0.3378271200960533,47.26794782189377,43.17860332012864,19.66379285980871,22.09975284305477,28.90149415016011,29.92958126559763,10.427084876192552,14.27095176948198,0.1570321845976884,0.1706722481174793,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1757764462701797
2014,31,NE,007,BANNER,43.1,0.4955473184642545,0.3508088491776708,71.2864928272702,36.0768341117756,17.2950485011372,21.72370093087168,25.765666615850527,30.38206679032607,8.825444052078844,13.066350273972798,0.2544616725894454,0.1899587082281907,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.2265586876808751
2015,31,NE,007,BANNER,34.5,0.4689326849814463,0.3499258188692172,87.18778576563335,64.51469274651186,19.714079196291387,20.766415255068395,27.127442599713085,29.151560866615068,12.301718849126257,12.38228853305213,0.2833295141598941,0.2123301477461274,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1649817287090396
2016,31,NE,007,BANNER,34.1,0.4350035669558144,0.2982525965922891,38.42180002723034,39.09063744283115,21.003751913124468,22.6201236277328,30.387699049079178,31.54842076923305,11.620804130309804,13.692832206251152,0.1805602851311144,0.1823224500211783,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1713880184833327
2018,31,NE,007,BANNER,41.1,0.4623965597340152,0.362335987428722,52.38687493018459,65.64775393194179,19.68904153614843,22.246644415642997,28.481984155208536,30.435548656036907,10.89708235088128,14.058730136712503,0.233985381279298,0.2073984869239979,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0862749353985827
2019,31,NE,007,BANNER,47.2,0.5290696412773478,0.4014308845933773,97.59046838089274,56.60451009319635,17.06691701945418,21.788870255362436,25.161077396619724,30.11383352009325,8.972856576691491,13.464008228875793,0.2687151759006604,0.1839900238764728,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0534818949859692
2020,31,NE,007,BANNER,35.4,0.4214614118520063,0.3037211261884034,35.004116898210135,37.86007238851,20.318443527560227,22.988559667167827,29.85076587870053,31.90272104126448,10.78622218366304,14.074500662686326,0.1614096863016872,0.1759560951118969,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0758050101909431
2021,31,NE,007,BANNER,32.4,0.4314643252392826,0.315752046220863,34.22304057407702,31.61928796823346,20.98208359046965,23.537342574606285,29.881908515771627,32.44185583351937,12.155990150585971,14.632966165355974,0.1976860897782297,0.1634878536640839,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0762649894350558
2022,31,NE,007,BANNER,20.1,0.3419623732708509,0.272622048085338,23.60864109435531,46.12974726209451,19.9393705699061,23.85499963644979,29.60008106603086,32.778115328138895,10.278796773659977,14.93202384167642,0.1669968850803556,0.1640662899640469,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1315603730384416
2025,31,NE,007,BANNER,35.5,0.435934122146769,0.3128987505675787,68.44420494845868,50.91492047167206,19.023443929225035,22.927327467914857,27.406964596566795,31.77477242037271,10.639923158997734,14.079848660192212,0.2366615595579431,0.1620362037638547,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1039834626701452
2010,31,NE,013,BOX BUTTE,38.1,0.551757295069278,0.3909506611500721,141.86287294574095,73.11416556350818,18.5575465792305,21.82261097469499,25.466577380774016,29.596983836565016,11.64952275648477,14.049225462563586,0.2816701981226946,0.2233376989042413,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1058728311412869
2011,31,NE,013,BOX BUTTE,49.9,0.5864174120015503,0.4029335048994888,89.37236692088494,70.64085109640848,18.17419976168637,23.85044731962705,26.09162188720601,31.56788007379271,10.257798399875917,16.134015098242195,0.266486010114528,0.2110992947813941,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1179205528365948
2012,31,NE,013,BOX BUTTE,44.0,0.3816181601206801,0.2976001851020053,42.31359069143433,19.730278132987177,22.398480871844324,25.18371198426965,31.235301784216997,34.464575274646926,13.56266206269348,15.90385963442419,0.165455239327264,0.1513806286010954,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1790005876299172
2013,31,NE,013,BOX BUTTE,51.2,0.5334210339650373,0.3718971429976157,43.66661631311644,32.13868089203102,19.157235410212795,22.29075193156596,27.27641805478896,29.87419838765333,11.039034047337127,14.708309032788891,0.1719139386312693,0.1609761530425398,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1727607882448424
2014,31,NE,013,BOX BUTTE,61.5,0.5933324091853605,0.3757866975466118,80.20946678502317,31.84157379673834,17.51075293512859,21.6264215961357,24.927057376743218,29.8648308304773,10.095455250978365,13.389032655551055,0.2597429808729107,0.1572150768252126,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1225732295022867
2015,31,NE,013,BOX BUTTE,44.8,0.5433745391738128,0.399255774312046,72.7121139113531,82.64987845706834,19.78045709582573,21.100286172125468,26.489506252449612,28.86885177407996,13.07240017755567,13.332715921358934,0.3008098001493505,0.1949471026413617,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0931013852455243
2016,31,NE,013,BOX BUTTE,43.3,0.4596928300870628,0.3528531250064879,42.67529076004845,71.56946579778328,21.774666710451964,22.602241896236208,30.698128042466134,30.92080765374665,12.852201000225504,14.284667622710131,0.1538360370309813,0.1547014449414206,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0844637052375192
2017,31,NE,013,BOX BUTTE,47.2,0.4661105011632846,0.35446208208831,30.564055413001935,59.95509263448848,19.154031186643262,24.163480990609635,27.235768087488314,32.79376184866685,11.073301082729692,15.534187493535596,0.1627261491145364,0.1333929556777194,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0702672430988875
2018,31,NE,013,BOX BUTTE,53.4,0.5421365617553731,0.4026910400029662,63.8355022643791,118.53672113931526,19.62767311377115,21.95373258327531,27.4450799099406,29.44526970864756,11.811250586731022,14.46318196515818,0.2240835609995463,0.19467010567405,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0466232183071801
2020,31,NE,013,BOX BUTTE,48.3,0.5103075214002117,0.3740925747499694,41.84844513326455,53.83090145147583,20.348200534438945,23.209925251654127,29.061159776025686,31.793318807889175,11.635342930819128,14.626631239803494,0.1470222687679157,0.1690328433981176,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0369691015211943
2021,31,NE,013,BOX BUTTE,39.0,0.49389480358149,0.3568647927643857,34.22417075889071,32.334981537625104,21.135811556518583,23.802634148906865,29.696324031712365,32.37617078552393,12.83303292534132,15.229235650490631,0.1753750451017541,0.1475394309032922,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0269594808898894
2022,31,NE,013,BOX BUTTE,33.0,0.463087781881118,0.3719535970208305,34.85194566064678,77.1136486720917,19.439643474689852,23.78037344985141,28.43803278523615,32.51606194518406,10.441392753635125,15.04482241218619,0.1847600141662788,0.1536354280961427,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0331334702854944
2025,31,NE,013,BOX BUTTE,51.2,0.6024402704557845,0.3929218185831854,67.85620328154742,42.274405647257645,18.861820170187976,22.7295521268845,26.720202179116445,30.98055591354867,11.00343824025723,14.47851093867551,0.2379734341755379,0.1687825898024646,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.0393181306343138
2010,31,NE,029,CHASE,53.8,0.5669429607043891,0.4899717166222173,158.2299245077299,90.89691035815528,21.348760501009508,24.275668793076353,28.426520051018116,31.658687274573275,14.27197555158958,16.89362721794941,0.2444789794839879,0.2126641585317834,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.1006112744212284
2011,31,NE,029,CHASE,43.9,0.523353289677684,0.4575138136762977,99.0090896576203,99.470492744297,20.648091038680462,25.342887331853127,28.401814780899727,32.65242058640618,12.895364483692598,18.03435637376347,0.2243129044529362,0.1796539108284065,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0982334630751031
2012,31,NE,029,CHASE,53.9,0.3509994237966535,0.4050736840996924,26.93606685926452,68.25044020071682,24.38571354701868,26.537333251140144,33.54496821763084,35.7329279589262,15.227443749044747,17.342754434327603,0.1396296514225581,0.1586727641908485,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0647512419651673
2013,31,NE,029,CHASE,38.3,0.4754565036263659,0.4619675095161137,43.21155460204767,59.88624442986137,21.436621617997265,23.404239881468587,30.071650797773568,30.90801511666811,12.80259351984398,15.901446292165842,0.163309697910114,0.1581901760229729,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0559641296099164
2014,31,NE,029,CHASE,71.5,0.6026327239165303,0.4814545638119151,180.75918162592524,40.55806136565553,20.0649195904419,22.812778260160663,27.30143482864879,30.229803844397185,12.829385238592735,15.396745368007748,0.2862354001140787,0.1614032305944144,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0833833972829444
2015,31,NE,029,CHASE,56.5,0.5398379250083329,0.4664397017860324,57.94047984326864,37.16518557771411,21.632619277336545,23.467169114761663,28.440404480011733,31.33545211659102,14.825826043066437,15.599886320067224,0.2822657482684839,0.175846790879591,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0677669573479013
2016,31,NE,029,CHASE,74.2,0.528883830893128,0.4808737502080501,98.01236825975596,70.76606117143898,23.273153138629706,24.01029721815077,31.2594685844515,31.433446952436796,15.2878317923624,16.588148730328815,0.2282396628177709,0.2197056235428935,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0669549967089649
2017,31,NE,029,CHASE,66.9,0.4559579893575196,0.4367035892675369,23.805087753372643,63.67302710284135,21.722957989856837,25.41898631557088,30.135259837048945,33.839878963407905,13.311675302337424,16.99910117555837,0.177578050653121,0.1757715626777286,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0461114124688554
2018,31,NE,029,CHASE,58.5,0.523319960833057,0.5257563512195229,82.15555285836459,147.74474312532638,22.66552885985764,23.551235549019964,30.337473789590295,30.601637633276756,14.994563764841828,16.50182617351656,0.2280639204241095,0.2329174894468894,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0437355172297098
2020,31,NE,029,CHASE,35.4,0.4668356056258823,0.4620093153516048,36.23859871739959,118.74127971433214,23.536108910802913,24.40706064099169,32.29646173770309,32.27575608644327,14.775860409775705,16.538467373261675,0.1649317322771678,0.1665226367467123,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0243270680161196
2021,31,NE,029,CHASE,66.3,0.518966486080183,0.4693692625766172,38.79254756646489,9.775182013882658,22.68190516897889,24.121770910669532,30.53926219537608,32.27415739934951,14.850944708370765,15.969522632223654,0.2016007968601095,0.1490840929517574,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0175596186723073
2022,31,NE,029,CHASE,43.2,0.4158187841762078,0.3992030318680944,42.03212993399143,90.43984441472846,22.5487998655194,25.69553475059445,31.029414833021924,33.712503392422775,14.068324172379532,17.67870507396634,0.1811464557860624,0.1664659480445683,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0101849476662054
2023,31,NE,029,CHASE,63.0,0.6118460430017906,0.5179700092513166,90.05659556495681,51.72261285094042,20.22175755512518,23.09737811495044,26.724375507245288,30.383737326840865,13.719283005253216,15.81115709687842,0.2950928259675143,0.2417959377768683,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0547920590953874
2025,31,NE,029,CHASE,60.3,0.5203060625586566,0.5022647246915243,205.49690943482773,48.28098506008014,21.555645408591275,24.29878787677794,29.220453174153292,32.425952232939274,13.890837563588969,16.17157207528098,0.2523565106298292,0.1856060392139098,2.0304079756183593,74.43870939171146,16.902756235986022,52.45446521397185,18.733205431716502,1018.9116130557009,2.640737807058928,0.0232308302390136
2010,31,NE,033,CHEYENNE,38.1,0.4942840250559863,0.3388393862967361,102.46078837396269,92.82618636275686,19.607251916394784,22.874852481777484,26.91433759117329,30.831606040951083,12.301152550438074,14.919102086568676,0.2869079611886874,0.210796320694625,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0794256183888245
2011,31,NE,033,CHEYENNE,41.9,0.5246908057552716,0.3689238221571435,101.91609184717228,113.3966213969749,18.723639584939864,24.24151906602211,26.911282301668805,32.08718929639729,10.536992726963568,16.396849953290392,0.2483858630001737,0.2032068667835376,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.1076665341532979
2012,31,NE,033,CHEYENNE,32.8,0.2822177237411432,0.2666682371180688,36.02886638108127,68.89847642199061,23.04277919892003,25.25934870557499,32.58420066027982,34.60892674178134,13.502337212380084,15.910765873097231,0.1526957083291031,0.1698708806731395,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.1533739811316341
2013,31,NE,033,CHEYENNE,29.2,0.4087917363165833,0.336933734647667,36.4573978293622,52.268937160886104,20.08426921412355,22.453732518921505,28.97793975244991,30.223744386724437,11.191588469419669,14.684714114518764,0.1537646256620456,0.1788089625291549,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.164292321346958
2014,31,NE,033,CHEYENNE,47.9,0.5294334654049005,0.3309972761915422,94.82104285672764,42.24951381436583,18.281699217389058,22.405273547712707,26.1933371149125,30.655703986514393,10.371073995070551,14.155833645349665,0.2669820611383293,0.1827058123375244,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.1351052250635726
2015,31,NE,033,CHEYENNE,36.1,0.4721069011934944,0.364498290971447,75.77131239975768,62.01401145765652,20.395611782832955,21.974266620728446,27.52212865148708,30.084173043913047,13.270084379576822,13.865365440515792,0.2774125920508641,0.2055701529149806,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.1129824078306658
2016,31,NE,033,CHEYENNE,44.7,0.4207803384115952,0.3142974827918819,43.30754446682256,51.55322019238726,21.85108026009286,23.172090876445942,30.640979258238783,31.539302893683832,13.062161652157444,14.80586991717964,0.1781046770134316,0.1894162610318291,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0967850822811475
2017,31,NE,033,CHEYENNE,33.7,0.385291351995824,0.2941450673499939,32.78827440643643,48.08961125611472,19.96282794182938,24.32743287558307,28.58529656385936,33.34347718988073,11.341346773960948,15.312385571426438,0.1780452144830853,0.1534170086098865,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0762673165832248
2020,31,NE,033,CHEYENNE,33.8,0.4244352518417549,0.2927885661968058,44.42663873893132,48.417761661990845,20.95054511779655,23.452566990602993,30.27138118973626,32.21159772949987,11.629811252844654,14.693634014999128,0.1669231417919224,0.1803992186708854,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0346050093765638
2021,31,NE,033,CHEYENNE,33.4,0.4554849696080649,0.3318176293616155,47.014553183464486,38.03246824054165,21.030239459679123,23.52113517005735,29.23167445454261,32.16491923994508,12.833012038953676,14.877489368405564,0.1955617783474232,0.1511455190955986,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0347885771018608
2022,31,NE,033,CHEYENNE,22.8,0.3466717112720676,0.2845995469525688,33.135731389442554,65.99527090242158,20.547226117641973,24.35983878838105,29.881929535537903,32.793631199718824,11.212660890382356,15.926186318665785,0.1602985066408471,0.1647214631853656,2.031999589117829,75.41191752087305,18.47466936973876,45.61417111922772,21.601140233692835,1300.4125895244,2.367739952215004,0.0428388274756757
2011,31,NE,041,CUSTER,42.7,0.6539792276161182,0.6253405896748634,95.79399604037458,104.95616773288651,19.65169937359373,24.71004716791831,26.26462787722469,30.817956057379703,13.03976238260682,18.603125158770236,0.2997815937646775,0.2924602981635312,3.1505513897860427,69.34255251697464,17.358859600061837,50.036121912785454,21.626140267087685,797.9160732561785,3.946868083952912,0.013227807296414
2012,31,NE,041,CUSTER,43.3,0.4235149153993023,0.4059408164534278,14.808012352045964,30.33047974418005,23.08570484059641,26.40524155877228,31.176866052071077,35.376402481338076,14.99555324176595,17.435079986138575,0.1742206619066761,0.1364586466708335,3.1505513897860427,69.34255251697464,17.358859600061837,50.036121912785454,21.626140267087685,797.9160732561785,3.946868083952912,0.0346279196089082
2014,31,NE,041,CUSTER,50.4,0.6727468969894936,0.5668030290077898,200.806666746078,53.350354005811525,20.030445780233727,21.43162414985875,26.800045215968844,28.770771450312285,13.261839722029515,14.09347528199716,0.3171810816864385,0.2048427538390353,3.1505513897860427,69.34255251697464,17.358859600061837,50.036121912785454,21.626140267087685,797.9160732561785,3.946868083952912,0.0234136272023925
