year,state_fips,county_fips,county_name,corn_yield_bu_acre,soybeans_yield_bu_acre,state_alpha,corn_price_per_bu,corn_ers_basis_cost_per_acre,corn_cost_escalation_ratio,corn_cost_per_acre,corn_revenue_per_acre,corn_profit_per_acre,corn_cost_basis_year,corn_ers_basis_price_per_bu,corn_price_vs_ers_basis_pct,corn_ers_baseline_net_value,soybeans_price_per_bu,soybeans_ers_basis_cost_per_acre,soybeans_cost_escalation_ratio,soybeans_cost_per_acre,soybeans_revenue_per_acre,soybeans_profit_per_acre,soybeans_cost_basis_year,soybeans_ers_basis_price_per_bu,soybeans_price_vs_ers_basis_pct,soybeans_ers_baseline_net_value,profit_edge_crop,profit_edge_dollars
2026,19,011,Benton,204.78655869569658,66.98837998264831,IA,4.26,947.29,1.097906819716408,1040.036151249156,872.3907400436674,-167.6454112054887,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,777.0652077987204,11.264221978328692,2025,9.8,18.367346938775498,-110.15,soybeans,178.9096331838174
2026,19,119,Lyon,194.4383986797183,63.12760763336478,IA,4.26,947.29,1.097906819716408,1040.036151249156,828.3075783755999,-211.72857287355623,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,732.2802485470314,-33.52073727336028,2025,9.8,18.367346938775498,-110.15,soybeans,178.20783560019595
2026,31,167,Stanton,191.62029934047425,61.69458534515456,NE,4.25,772.8,1.097906819716408,848.46239027684,814.3862721970155,-34.07611807982448,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,715.6571900037928,143.17563699906634,2025,9.37,23.799359658484533,-107.05,soybeans,177.25175507889082
2026,31,043,Dakota,199.17382476687993,64.39759145436136,NE,4.25,772.8,1.097906819716408,848.46239027684,846.4887552592397,-1.9736350176002588,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,747.0120608705918,174.53050786586527,2025,9.37,23.799359658484533,-107.05,soybeans,176.50414288346553
2026,17,087,Johnson,185.30355496974056,60.112519621586245,IL,4.36,947.29,1.097906819716408,1040.036151249156,807.9234996680689,-232.11265158108722,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,709.3277315347177,-56.47325428567399,2025,9.8,20.408163265306122,-110.15,soybeans,175.63939729541323
2026,19,171,Tama,208.1405921663646,67.84739586875003,IA,4.26,947.29,1.097906819716408,1040.036151249156,886.6789226287132,-153.35722862044292,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,787.0297920775002,21.228806257108545,2025,9.8,18.367346938775498,-110.15,soybeans,174.58603487755147
2026,31,051,Dixon,189.69832139136003,60.64985958855316,NE,4.25,772.8,1.097906819716408,848.46239027684,806.2178659132801,-42.24452436355989,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,703.5383712272167,131.05681822249016,2025,9.37,23.799359658484533,-107.05,soybeans,173.30134258605005
2026,19,065,Fayette,208.93938869850192,67.81907042462677,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.0817958556181,-149.95435539353798,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,786.7012169256706,20.900231105278863,2025,9.8,18.367346938775498,-110.15,soybeans,170.85458649881684
2026,17,199,Williamson,187.6767520186791,60.432445507849614,IL,4.36,947.29,1.097906819716408,1040.036151249156,818.270638801441,-221.76551244771508,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,713.1028569926254,-52.698128827766254,2025,9.8,20.408163265306122,-110.15,soybeans,169.06738361994883
2026,17,163,St. Clair,177.22281603476875,56.53575604815977,IL,4.36,947.29,1.097906819716408,1040.036151249156,772.6914779115918,-267.34467333756425,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,667.1219213682853,-98.67906445210645,2025,9.8,20.408163265306122,-110.15,soybeans,168.6656088854578
2026,17,063,Grundy,193.68017540056917,62.563165825761565,IL,4.36,947.29,1.097906819716408,1040.036151249156,844.4455647464816,-195.59058650267446,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,738.2453567439865,-27.55562907640524,2025,9.8,20.408163265306122,-110.15,soybeans,168.03495742626922
2026,19,191,Winneshiek,201.58420870008902,64.84451821542821,IA,4.26,947.29,1.097906819716408,1040.036151249156,858.7487290623792,-181.2874221867769,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,752.1964112989672,-13.604574521424524,2025,9.8,18.367346938775498,-110.15,soybeans,167.68284766535237
2026,31,107,Knox,191.31160646178236,60.72872199929682,NE,4.25,772.8,1.097906819716408,848.46239027684,813.0743274625751,-35.38806281426491,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,704.4531751918431,131.97162218711662,2025,9.37,23.799359658484533,-107.05,soybeans,167.35968500138154
2026,19,095,Iowa,205.64472382286678,66.30010833699332,IA,4.26,947.29,1.097906819716408,1040.036151249156,876.0465234854124,-163.98962776374367,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,769.0812567091225,3.280270888730797,2025,9.8,18.367346938775498,-110.15,soybeans,167.26989865247447
2026,17,113,McLean,194.5005996320356,62.62664697538433,IL,4.36,947.29,1.097906819716408,1040.036151249156,848.0226143956753,-192.0135368534808,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,738.9944343095352,-26.80655151085648,2025,9.8,20.408163265306122,-110.15,soybeans,165.2069853426243
2026,17,051,Fayette,177.32036407258795,56.26850421787347,IL,4.36,947.29,1.097906819716408,1040.036151249156,773.1167873564835,-266.91936389267255,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,663.968349770907,-101.83263604948468,2025,9.8,20.408163265306122,-110.15,soybeans,165.08672784318787
2026,31,021,Burt,201.45894955750308,64.22562318575874,NE,4.25,772.8,1.097906819716408,848.46239027684,856.2005356193881,7.738145342548137,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,745.0172289548013,172.53567595007485,2025,9.37,23.799359658484533,-107.05,soybeans,164.7975306075267
2026,31,131,Otoe,192.54183979696174,60.75142970336935,NE,4.25,772.8,1.097906819716408,848.46239027684,818.3028191370873,-30.159571139752643,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,704.7165845590844,132.23503155435787,2025,9.37,23.799359658484533,-107.05,soybeans,162.39460269411052
2026,17,041,Douglas,190.39972008025484,60.66210816185167,IL,4.36,947.29,1.097906819716408,1040.036151249156,830.1427795499111,-209.893371699245,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,715.8128763098498,-49.9881095105419,2025,9.8,20.408163265306122,-110.15,soybeans,159.9052621887031
2026,17,055,Franklin,192.5913143684691,61.423320696906046,IL,4.36,947.29,1.097906819716408,1040.036151249156,839.6981306465254,-200.33802060263065,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,724.7951842234913,-41.00580159690037,2025,9.8,20.408163265306122,-110.15,soybeans,159.33221900573028
2026,19,167,Sioux,195.9514561345547,62.047488001545815,IA,4.26,947.29,1.097906819716408,1040.036151249156,834.753203133203,-205.2829481159531,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,719.7508608179314,-46.05012500246028,2025,9.8,18.367346938775498,-110.15,soybeans,159.23282311349283
2026,17,105,Livingston,193.67139998600612,61.81248750640086,IL,4.36,947.29,1.097906819716408,1040.036151249156,844.4073039389867,-195.62884731016936,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,729.3873525755303,-36.413633244861444,2025,9.8,20.408163265306122,-110.15,soybeans,159.21521406530792
2026,31,099,Kearney,193.3998189559164,60.78882681758587,NE,4.25,772.8,1.097906819716408,848.46239027684,821.9492305626447,-26.51315971419524,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,705.150391083996,132.66883807926956,2025,9.37,23.799359658484533,-107.05,soybeans,159.1819977934648
2026,37,103,Jones,189.2205977414055,44.47335928599214,NC,5.46,883.62,1.097906819716408,970.1324240378124,1033.144463668074,63.0120396302616,2025,4.95,10.3030303030303,-27.39,12.2,581.19,1.097906819716408,638.0924645509792,542.574983289104,-95.51748126187522,2025,10.57,15.42100283822137,-134.22,corn,158.52952089213682
2026,17,183,Vermilion,193.5480853311109,61.68646888629285,IL,4.36,947.29,1.097906819716408,1040.036151249156,843.8696520436437,-196.16649920551242,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,727.9003328582556,-37.900652962136064,2025,9.8,20.408163265306122,-110.15,soybeans,158.26584624337636
2026,17,193,White,196.2412238745165,62.6491475801475,IL,4.36,947.29,1.097906819716408,1040.036151249156,855.611736092892,-184.4244151562641,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,739.2599414457405,-26.541044374651165,2025,9.8,20.408163265306122,-110.15,soybeans,157.88337078161294
2026,17,203,Woodford,196.5648077699755,62.690457685954996,IL,4.36,947.29,1.097906819716408,1040.036151249156,857.0225618770932,-183.01358937206294,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,739.747400694269,-26.053585126122698,2025,9.8,20.408163265306122,-110.15,soybeans,156.96000424594024
2026,17,091,Kankakee,202.2905658399432,64.79073672281987,IL,4.36,947.29,1.097906819716408,1040.036151249156,881.9868670621524,-158.04928418700365,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,764.5306933292745,-1.270292491117175,2025,9.8,20.408163265306122,-110.15,soybeans,156.77899169588648
2026,31,019,Buffalo,190.04201324994648,59.33685629929019,NE,4.25,772.8,1.097906819716408,848.46239027684,807.6785563122726,-40.78383396456741,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,688.3075330717662,115.82598006703972,2025,9.37,23.799359658484533,-107.05,soybeans,156.60981403160713
2026,19,139,Muscatine,201.78105959907174,63.944183830419504,IA,4.26,947.29,1.097906819716408,1040.036151249156,859.5873138920456,-180.4488373571105,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,741.7525324328662,-24.048453387525456,2025,9.8,18.367346938775498,-110.15,soybeans,156.40038396958505
2026,17,139,Moultrie,196.05825496694555,62.434479945020556,IL,4.36,947.29,1.097906819716408,1040.036151249156,854.8139916558827,-185.22215959327343,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,736.7268633512426,-29.074122469149074,2025,9.8,20.408163265306122,-110.15,soybeans,156.14803712412436
2026,31,059,Fillmore,199.61799639096625,62.80053327526071,NE,4.25,772.8,1.097906819716408,848.46239027684,848.3764846616066,-0.08590561523340057,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,728.4861859930243,156.00463298829777,2025,9.37,23.799359658484533,-107.05,soybeans,156.09053860353117
2026,31,053,Dodge,200.9359075079262,63.22928077993624,NE,4.25,772.8,1.097906819716408,848.46239027684,853.9776069086863,5.515216631846329,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,733.4596570472604,160.97810404253391,2025,9.37,23.799359658484533,-107.05,soybeans,155.46288741068759
2026,17,025,Clay,190.48684245105335,60.2817096880492,IL,4.36,947.29,1.097906819716408,1040.036151249156,830.5226330865927,-209.5135181625634,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,711.3241743189806,-54.476811501411134,2025,9.8,20.408163265306122,-110.15,soybeans,155.03670666115227
2026,31,047,Dawson,191.0027735523575,59.52691666318701,NE,4.25,772.8,1.097906819716408,848.46239027684,811.7617875975194,-36.70060267932058,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,690.5122332929693,118.03068028824282,2025,9.37,23.799359658484533,-107.05,soybeans,154.7312829675634
2026,17,187,Warren,200.5068679883941,63.8927677251952,IL,4.36,947.29,1.097906819716408,1040.036151249156,874.2099444293983,-165.82620681975777,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,753.9346591573034,-11.86632666308833,2025,9.8,20.408163265306122,-110.15,soybeans,153.95988015666944
2026,31,067,Gage,194.28705935372452,60.65512533240525,NE,4.25,772.8,1.097906819716408,848.46239027684,825.7200022533292,-22.742388023510784,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,703.5994538559008,131.11790085117434,2025,9.37,23.799359658484533,-107.05,soybeans,153.86028887468512
2026,31,173,Thurston,204.0995234778891,64.22613897692054,NE,4.25,772.8,1.097906819716408,848.46239027684,867.4229747810288,18.960584504188773,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,745.0232121322782,172.54165912755172,2025,9.37,23.799359658484533,-107.05,soybeans,153.58107462336295
2026,17,027,Clinton,178.8527640490297,55.81284574234567,IL,4.36,947.29,1.097906819716408,1040.036151249156,779.7980512537696,-260.2380999953865,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,658.591579759679,-107.2094060607127,2025,9.8,20.408163265306122,-110.15,soybeans,153.0286939346738
2026,31,097,Johnson,191.4497293298851,59.53734877724571,NE,4.25,772.8,1.097906819716408,848.46239027684,813.6613496520116,-34.801040624828374,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,690.6332458160502,118.15169281132376,2025,9.37,23.799359658484533,-107.05,soybeans,152.95273343615213
2026,17,045,Edgar,198.66008495896946,63.122904526784,IL,4.36,947.29,1.097906819716408,1040.036151249156,866.1579704211069,-173.87818082804915,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,744.8502734160512,-20.950712404340493,2025,9.8,20.408163265306122,-110.15,soybeans,152.92746842370866
2026,17,077,Jackson,194.47711826193864,61.567901373001,IL,4.36,947.29,1.097906819716408,1040.036151249156,847.9202356220526,-192.1159156271035,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,726.5012362014119,-39.29974961897983,2025,9.8,20.408163265306122,-110.15,soybeans,152.81616600812367
2026,17,121,Marion,178.9973371908463,55.82197730372046,IL,4.36,947.29,1.097906819716408,1040.036151249156,780.42839015209,-259.60776109706615,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,658.6993321839014,-107.10165363649025,2025,9.8,20.408163265306122,-110.15,soybeans,152.5061074605759
2026,17,145,Perry,184.1475183556524,57.718187869108,IL,4.36,947.29,1.097906819716408,1040.036151249156,802.8831800306446,-237.15297121851154,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,681.0746168554745,-84.72636896491724,2025,9.8,20.408163265306122,-110.15,soybeans,152.4266022535943
2026,31,015,Boyd,163.14104900413844,49.117221712911444,NE,4.25,772.8,1.097906819716408,848.46239027684,693.3494582675884,-155.1129320092516,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,569.7597718697727,-2.721781134953744,2025,9.37,23.799359658484533,-107.05,soybeans,152.39115087429786
2026,19,189,Winnebago,210.51092035478746,66.75004592562647,IA,4.26,947.29,1.097906819716408,1040.036151249156,896.7765207113945,-143.2596305377616,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,774.300532737267,8.49954691687526,2025,9.8,18.367346938775498,-110.15,soybeans,151.75917745463687
2026,31,185,York,207.92815250542614,65.4304884395505,NE,4.25,772.8,1.097906819716408,848.46239027684,883.6946481480611,35.23225787122112,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,758.9936658987858,186.51211289405933,2025,9.37,23.799359658484533,-107.05,soybeans,151.2798550228382
2026,31,039,Cuming,206.0515680487486,64.71956506985427,NE,4.25,772.8,1.097906819716408,848.46239027684,875.7191642071816,27.256773930341637,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,750.7469548103095,178.265401805583,2025,9.37,23.799359658484533,-107.05,soybeans,151.00862787524136
2026,17,097,Lake,190.31747363170436,59.82256222133854,IL,4.36,947.29,1.097906819716408,1040.036151249156,829.7841850342311,-210.251966214925,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,705.9062342117949,-59.894751608596835,2025,9.8,20.408163265306122,-110.15,soybeans,150.35721460632817
2026,37,007,Anson,150.8625848741668,52.574209545334554,NC,5.46,883.62,1.097906819716408,970.1324240378124,823.7097134129507,-146.42271062486168,2025,4.95,10.3030303030303,-27.39,12.2,581.19,1.097906819716408,638.0924645509792,641.4053564530815,3.312891902102251,2025,10.57,15.42100283822137,-134.22,soybeans,149.73560252696393
2026,19,109,Kossuth,209.31166110572818,66.10322756063638,IA,4.26,947.29,1.097906819716408,1040.036151249156,891.667676310402,-148.36847493875405,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,766.797439703382,0.9964538829902949,2025,9.8,18.367346938775498,-110.15,soybeans,149.36492882174434
2026,31,025,Cass,195.48016976268838,60.69089425876661,NE,4.25,772.8,1.097906819716408,848.46239027684,830.7907214914256,-17.67166878541434,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,704.0143734016926,131.53282039696614,2025,9.37,23.799359658484533,-107.05,soybeans,149.20448918238048
2026,17,181,Union,197.76384904158684,62.45196697049134,IL,4.36,947.29,1.097906819716408,1040.036151249156,862.2503818213187,-177.7857694278374,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,736.9332102517978,-28.867775568593856,2025,9.8,20.408163265306122,-110.15,soybeans,148.91799385924355
2026,31,083,Harlan,182.7573402867232,55.97576977195958,NE,4.25,772.8,1.097906819716408,848.46239027684,776.7186962185737,-71.74369405826633,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,649.318929354731,76.83737635000455,2025,9.37,23.799359658484533,-107.05,soybeans,148.58107040827088
2026,17,019,Champaign,201.42807177192864,63.76139471600611,IL,4.36,947.29,1.097906819716408,1040.036151249156,878.2263929256089,-161.80975832354716,2025,3.92,11.224489795918378,-108.05,11.8,697.51,1.097906819716408,765.8009858203917,752.3844576488722,-13.41652817151953,2025,9.8,20.408163265306122,-110.15,soybeans,148.39323015202763
2026,19,037,Chickasaw,210.04432142247583,66.25794506718441,IA,4.26,947.29,1.097906819716408,1040.036151249156,894.788809259747,-145.24734198940905,2025,3.92,8.673469387755098,-108.05,11.6,697.51,1.097906819716408,765.8009858203917,768.5921627793391,2.7911769589474034,2025,9.8,18.367346938775498,-110.15,soybeans,148.03851894835645
2026,31,175,Valley,196.0380134602012,60.772887117459604,NE,4.25,772.8,1.097906819716408,848.46239027684,833.161557205855,-15.300833070984936,2025,3.71,14.555256064690028,1.83,11.6,521.43,1.097906819716408,572.4815530047265,704.9654905625314,132.4839375578049,2025,9.37,23.799359658484533,-107.05,soybeans,147.78477062878983
