year,state_fips,county_fips,county_name,yield_bu_acre,crop,state_alpha,price_per_bu,ers_basis_cost_per_acre,cost_escalation_ratio,cost_per_acre,revenue_per_acre,profit_per_acre,cost_basis_year,ers_basis_price_per_bu,price_vs_ers_basis_pct,ers_baseline_net_value
2026,19,017,Bremer,215.87017629099944,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,919.6069509996576,-120.42920024949854,2025,3.92,8.673469387755098,-108.05
2026,19,017,Bremer,66.47957356709875,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,771.1630533783455,5.362067557953765,2025,9.8,18.367346938775498,-110.15
2026,19,019,Buchanan,211.93385592905116,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,902.8382262577579,-137.19792499139817,2025,3.92,8.673469387755098,-108.05
2026,19,019,Buchanan,63.65289225005877,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,738.3735501006817,-27.427435719710047,2025,9.8,18.367346938775498,-110.15
2026,19,021,Buena Vista,207.85570433292855,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,885.4653004582756,-154.5708507908805,2025,3.92,8.673469387755098,-108.05
2026,19,021,Buena Vista,66.29491637414215,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,769.0210299400488,3.220044119657132,2025,9.8,18.367346938775498,-110.15
2026,19,023,Butler,216.3097835608204,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,921.4796779690948,-118.55647328006125,2025,3.92,8.673469387755098,-108.05
2026,19,023,Butler,65.44898028690207,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,759.2081713280639,-6.592814492327761,2025,9.8,18.367346938775498,-110.15
2026,19,025,Calhoun,200.08648539886278,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,852.3684277991554,-187.66772345000072,2025,3.92,8.673469387755098,-108.05
2026,19,025,Calhoun,62.72514560750932,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,727.611689047108,-38.18929677328367,2025,9.8,18.367346938775498,-110.15
2026,19,027,Carroll,197.762882818019,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,842.4698808047609,-197.56627044439517,2025,3.92,8.673469387755098,-108.05
2026,19,027,Carroll,61.943943854215675,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,718.5497487089018,-47.2512371114899,2025,9.8,18.367346938775498,-110.15
2026,19,029,Cass,204.31603112151728,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,870.3862925776635,-169.64985867149255,2025,3.92,8.673469387755098,-108.05
2026,19,029,Cass,62.663210232161525,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,726.8932386930736,-38.90774712731809,2025,9.8,18.367346938775498,-110.15
2026,19,031,Cedar,209.02292342825797,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.4376538043789,-149.5984974447772,2025,3.92,8.673469387755098,-108.05
2026,19,031,Cedar,63.756046681321024,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,739.5701415033238,-26.230844317067863,2025,9.8,18.367346938775498,-110.15
2026,19,033,Cerro Gordo,214.79868994451147,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,915.0424191636188,-124.99373208553732,2025,3.92,8.673469387755098,-108.05
2026,19,033,Cerro Gordo,65.19191902970886,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,756.2262607446227,-9.574725075769038,2025,9.8,18.367346938775498,-110.15
2026,19,035,Cherokee,177.919139178575,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,757.9355329007294,-282.1006183484267,2025,3.92,8.673469387755098,-108.05
2026,19,035,Cherokee,62.10085194605675,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,720.3698825742583,-45.431103246133375,2025,9.8,18.367346938775498,-110.15
2026,19,037,Chickasaw,216.78429963600016,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,923.5011164493607,-116.53503479979543,2025,3.92,8.673469387755098,-108.05
2026,19,037,Chickasaw,65.96616881315106,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,765.2075582325523,-0.5934275878394146,2025,9.8,18.367346938775498,-110.15
2026,19,039,Clarke,191.44010210294343,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,815.5348349585389,-224.50131629061718,2025,3.92,8.673469387755098,-108.05
2026,19,039,Clarke,59.1006749875501,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,685.5678298555812,-80.23315596481052,2025,9.8,18.367346938775498,-110.15
2026,19,041,Clay,207.10480098221603,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,882.2664521842403,-157.7696990649158,2025,3.92,8.673469387755098,-108.05
2026,19,041,Clay,64.60492373993786,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,749.4171153832791,-16.38387043711259,2025,9.8,18.367346938775498,-110.15
2026,19,043,Clayton,210.9673352241419,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,898.7208480548444,-141.3153031943117,2025,3.92,8.673469387755098,-108.05
2026,19,043,Clayton,62.37792311690347,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,723.5839081560802,-42.217077664311546,2025,9.8,18.367346938775498,-110.15
2026,19,045,Clinton,199.02830616517898,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,847.8605842636624,-192.17556698549367,2025,3.92,8.673469387755098,-108.05
2026,19,045,Clinton,61.749747843772326,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,716.297074987759,-49.503910832632755,2025,9.8,18.367346938775498,-110.15
2026,19,047,Crawford,198.08247342085872,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,843.8313367728581,-196.204814476298,2025,3.92,8.673469387755098,-108.05
2026,19,047,Crawford,60.72999539081908,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,704.4679465335013,-61.333039286890426,2025,9.8,18.367346938775498,-110.15
2026,19,049,Dallas,202.5951913150417,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,863.0555150020775,-176.98063624707856,2025,3.92,8.673469387755098,-108.05
2026,19,049,Dallas,64.70032656801664,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,750.523788188993,-15.277197631398735,2025,9.8,18.367346938775498,-110.15
2026,19,051,Davis,182.6075864206996,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,777.9083181521802,-262.1278330969759,2025,3.92,8.673469387755098,-108.05
2026,19,051,Davis,54.03308285115041,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,626.7837610733447,-139.01722474704695,2025,9.8,18.367346938775498,-110.15
2026,19,053,Decatur,189.7328891680556,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,808.2621078559168,-231.77404339323925,2025,3.92,8.673469387755098,-108.05
2026,19,053,Decatur,57.90881639816546,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,671.7422702187193,-94.05871560167236,2025,9.8,18.367346938775498,-110.15
2026,19,055,Delaware,217.1346571658662,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,924.99363952659,-115.04251172256613,2025,3.92,8.673469387755098,-108.05
2026,19,055,Delaware,65.85707858381501,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,763.9421115722541,-1.8588742481375675,2025,9.8,18.367346938775498,-110.15
2026,19,057,Des Moines,199.10237591527238,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,848.1761213990603,-191.86002985009577,2025,3.92,8.673469387755098,-108.05
2026,19,057,Des Moines,58.63504628893913,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,680.1665369516938,-85.63444886869786,2025,9.8,18.367346938775498,-110.15
2026,19,059,Dickinson,204.50852599896967,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,871.2063207556108,-168.82983049354527,2025,3.92,8.673469387755098,-108.05
2026,19,059,Dickinson,63.18223479307691,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,732.9139235996921,-32.88706222069959,2025,9.8,18.367346938775498,-110.15
2026,19,061,Dubuque,211.3178099806268,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,900.2138705174701,-139.82228073168596,2025,3.92,8.673469387755098,-108.05
2026,19,061,Dubuque,60.08208181723263,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,696.9521490798985,-68.8488367404932,2025,9.8,18.367346938775498,-110.15
2026,19,063,Emmet,214.7314557760334,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,914.7560016059023,-125.28014964325382,2025,3.92,8.673469387755098,-108.05
2026,19,063,Emmet,63.60892514070971,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,737.8635316322326,-27.93745418815911,2025,9.8,18.367346938775498,-110.15
2026,19,065,Fayette,210.50334661756858,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,896.7442565908422,-143.29189465831394,2025,3.92,8.673469387755098,-108.05
2026,19,065,Fayette,67.0231467616592,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,777.4685024352467,11.667516614855003,2025,9.8,18.367346938775498,-110.15
2026,19,067,Floyd,217.1354142697501,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,924.9968647891354,-115.03928646002066,2025,3.92,8.673469387755098,-108.05
2026,19,067,Floyd,65.43062537722759,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,758.99525437584,-6.805731444551725,2025,9.8,18.367346938775498,-110.15
2026,19,069,Franklin,218.0169176474501,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,928.7520691781374,-111.2840820710187,2025,3.92,8.673469387755098,-108.05
2026,19,069,Franklin,65.85082250653359,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,763.8695410757896,-1.9314447446021177,2025,9.8,18.367346938775498,-110.15
2026,19,071,Fremont,192.3072019804684,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,819.2286804367953,-220.80747081236075,2025,3.92,8.673469387755098,-108.05
2026,19,071,Fremont,59.96821750403419,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,695.6313230467966,-70.16966277359506,2025,9.8,18.367346938775498,-110.15
2026,19,073,Greene,201.55996061203703,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,858.6454322072777,-181.39071904187836,2025,3.92,8.673469387755098,-108.05
2026,19,073,Greene,62.600245235639,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,726.1628447334124,-39.63814108697932,2025,9.8,18.367346938775498,-110.15
2026,19,075,Grundy,218.99341167995374,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,932.9119337566028,-107.12421749255327,2025,3.92,8.673469387755098,-108.05
2026,19,075,Grundy,65.71163832682089,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,762.2550045911223,-3.545981229269387,2025,9.8,18.367346938775498,-110.15
2026,19,077,Guthrie,196.70287474874877,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,837.9542464296698,-202.08190481948634,2025,3.92,8.673469387755098,-108.05
2026,19,077,Guthrie,63.619777180962465,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,737.9894152991645,-27.811570521227168,2025,9.8,18.367346938775498,-110.15
2026,19,079,Hamilton,209.6433941707725,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,893.0808591674908,-146.95529208166533,2025,3.92,8.673469387755098,-108.05
2026,19,079,Hamilton,64.95273998979368,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,753.4517838816067,-12.349201938784972,2025,9.8,18.367346938775498,-110.15
2026,19,081,Hancock,216.93125446940155,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,924.1271440396506,-115.90900720950549,2025,3.92,8.673469387755098,-108.05
2026,19,081,Hancock,66.24710512093127,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,768.4664194028027,2.6654335824109694,2025,9.8,18.367346938775498,-110.15
2026,19,083,Hardin,213.69156355567543,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,910.3260607471773,-129.7100905019788,2025,3.92,8.673469387755098,-108.05
2026,19,083,Hardin,65.87127545977106,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,764.1067953333442,-1.6941904870475355,2025,9.8,18.367346938775498,-110.15
2026,19,085,Harrison,184.7043028647157,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,786.8403302036888,-253.19582104546726,2025,3.92,8.673469387755098,-108.05
2026,19,085,Harrison,56.734163318628426,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,658.1162944960897,-107.68469132430198,2025,9.8,18.367346938775498,-110.15
2026,19,087,Henry,195.67048381320419,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,833.5562610442498,-206.47989020490627,2025,3.92,8.673469387755098,-108.05
2026,19,087,Henry,58.376202767458864,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,677.1639521025228,-88.63703371786892,2025,9.8,18.367346938775498,-110.15
2026,19,089,Howard,212.77005528659075,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,906.4004355208765,-133.6357157282796,2025,3.92,8.673469387755098,-108.05
2026,19,089,Howard,65.27786784418154,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,757.2232669925058,-8.57771882788586,2025,9.8,18.367346938775498,-110.15
2026,19,091,Humboldt,209.57379813440238,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,892.7843800525541,-147.25177119660202,2025,3.92,8.673469387755098,-108.05
2026,19,091,Humboldt,62.76115101625578,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,728.029351788567,-37.77163403182465,2025,9.8,18.367346938775498,-110.15
2026,19,093,Ida,184.94746855342004,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,787.8762160375693,-252.1599352115868,2025,3.92,8.673469387755098,-108.05
2026,19,093,Ida,61.608906389787286,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,714.6633141215325,-51.13767169885921,2025,9.8,18.367346938775498,-110.15
2026,19,095,Iowa,200.98733204980752,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,856.20603453218,-183.83011671697614,2025,3.92,8.673469387755098,-108.05
2026,19,095,Iowa,63.78861760808683,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,739.9479642538072,-25.853021566584516,2025,9.8,18.367346938775498,-110.15
2026,19,097,Jackson,212.0832892352699,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,903.4748121422497,-136.56133910690642,2025,3.92,8.673469387755098,-108.05
2026,19,097,Jackson,61.549691408205085,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,713.976420335179,-51.8245654852127,2025,9.8,18.367346938775498,-110.15
2026,19,099,Jasper,199.55792616087064,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,850.1167654453088,-189.91938580384726,2025,3.92,8.673469387755098,-108.05
2026,19,099,Jasper,63.54061692213012,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,737.0711562967093,-28.729829523682383,2025,9.8,18.367346938775498,-110.15
2026,19,101,Jefferson,187.59173070010942,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,799.1407727824661,-240.89537846668998,2025,3.92,8.673469387755098,-108.05
2026,19,101,Jefferson,57.282965523169054,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,664.482400068761,-101.31858575163074,2025,9.8,18.367346938775498,-110.15
2026,19,103,Johnson,203.8686651152582,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,868.4805133909999,-171.55563785815616,2025,3.92,8.673469387755098,-108.05
2026,19,103,Johnson,61.071107073284715,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,708.4248420501027,-57.37614377028899,2025,9.8,18.367346938775498,-110.15
2026,19,105,Jones,213.11634912488844,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,907.8756472720247,-132.16050397713138,2025,3.92,8.673469387755098,-108.05
2026,19,105,Jones,65.47639520667883,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,759.5261843974744,-6.274801422917335,2025,9.8,18.367346938775498,-110.15
2026,19,107,Keokuk,194.45859558257453,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,828.3936171817675,-211.64253406738862,2025,3.92,8.673469387755098,-108.05
2026,19,107,Keokuk,58.22351761091758,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,675.3928042866439,-90.40818153374778,2025,9.8,18.367346938775498,-110.15
2026,19,109,Kossuth,212.81080808687838,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,906.5740424501018,-133.46210879905425,2025,3.92,8.673469387755098,-108.05
2026,19,109,Kossuth,64.27574496970466,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,745.598641648574,-20.202344171817685,2025,9.8,18.367346938775498,-110.15
2026,19,111,Lee,189.5807963832203,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,807.6141925925184,-232.42195865663768,2025,3.92,8.673469387755098,-108.05
2026,19,111,Lee,56.820969877783625,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,659.12325058229,-106.67773523810172,2025,9.8,18.367346938775498,-110.15
2026,19,113,Linn,209.03202356100223,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.4764203698695,-149.55973087928658,2025,3.92,8.673469387755098,-108.05
2026,19,113,Linn,63.47042083449081,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,736.2568816800933,-29.544104140298373,2025,9.8,18.367346938775498,-110.15
2026,19,115,Louisa,193.61099352624657,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,824.7828324218103,-215.25331882734577,2025,3.92,8.673469387755098,-108.05
2026,19,115,Louisa,60.71476213014185,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,704.2912407096454,-61.50974511074628,2025,9.8,18.367346938775498,-110.15
2026,19,117,Lucas,191.11156167695142,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,814.135252743813,-225.9008985053431,2025,3.92,8.673469387755098,-108.05
2026,19,117,Lucas,58.69537165187815,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,680.8663111617865,-84.93467465860522,2025,9.8,18.367346938775498,-110.15
2026,19,119,Lyon,199.86130506332753,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,851.4091595697753,-188.6269916793808,2025,3.92,8.673469387755098,-108.05
2026,19,119,Lyon,64.13087697015793,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,743.918172853832,-21.882812966559754,2025,9.8,18.367346938775498,-110.15
2026,19,121,Madison,199.18874813543115,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,848.5440670569367,-191.4920841922194,2025,3.92,8.673469387755098,-108.05
2026,19,121,Madison,63.10021465288176,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,731.9624899734284,-33.83849584696327,2025,9.8,18.367346938775498,-110.15
2026,19,123,Mahaska,194.7772360107942,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,829.7510254059833,-210.28512584317275,2025,3.92,8.673469387755098,-108.05
2026,19,123,Mahaska,58.65668284557477,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,680.4175210086673,-85.38346481172437,2025,9.8,18.367346938775498,-110.15
2026,19,125,Marion,196.33464472646628,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,836.3855865347463,-203.65056471440982,2025,3.92,8.673469387755098,-108.05
2026,19,125,Marion,62.11849916403692,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,720.5745903028283,-45.226395517563446,2025,9.8,18.367346938775498,-110.15
2026,19,127,Marshall,208.11590498372067,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,886.57375523065,-153.46239601850607,2025,3.92,8.673469387755098,-108.05
2026,19,127,Marshall,65.96503851753242,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,765.1944468033761,-0.6065390170156206,2025,9.8,18.367346938775498,-110.15
2026,19,129,Mills,189.14260964375586,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,805.7475170823999,-234.2886341667562,2025,3.92,8.673469387755098,-108.05
2026,19,129,Mills,56.8669696378699,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,659.6568477992909,-106.14413802110084,2025,9.8,18.367346938775498,-110.15
2026,19,131,Mitchell,218.12818154100455,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,929.2260533646794,-110.8100978844767,2025,3.92,8.673469387755098,-108.05
2026,19,131,Mitchell,63.78774492082527,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,739.9378410815731,-25.86314473881862,2025,9.8,18.367346938775498,-110.15
2026,19,133,Monona,194.23531438890603,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,827.4424392967396,-212.59371195241647,2025,3.92,8.673469387755098,-108.05
2026,19,133,Monona,57.481935781802804,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,666.7904550689125,-99.01053075147922,2025,9.8,18.367346938775498,-110.15
2026,19,135,Monroe,191.08248889004005,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,814.0114026715706,-226.02474857758546,2025,3.92,8.673469387755098,-108.05
2026,19,135,Monroe,57.88609131464662,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,671.4786592499008,-94.32232657049087,2025,9.8,18.367346938775498,-110.15
2026,19,137,Montgomery,195.67349091140136,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,833.5690712825698,-206.4670799665863,2025,3.92,8.673469387755098,-108.05
2026,19,137,Montgomery,58.60296457078562,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,679.7943890211133,-86.00659679927844,2025,9.8,18.367346938775498,-110.15
2026,19,139,Muscatine,199.11128513928386,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,848.2140746933492,-191.82207655580692,2025,3.92,8.673469387755098,-108.05
2026,19,139,Muscatine,62.07337981411832,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,720.0512058437724,-45.749779976619266,2025,9.8,18.367346938775498,-110.15
2026,19,141,O'Brien,204.83853295137058,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,872.6121503728386,-167.42400087631745,2025,3.92,8.673469387755098,-108.05
2026,19,141,O'Brien,61.53943129792082,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,713.8574030558815,-51.94358276451021,2025,9.8,18.367346938775498,-110.15
2026,19,143,Osceola,197.67713321744915,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,842.1045875063334,-197.93156374282273,2025,3.92,8.673469387755098,-108.05
2026,19,143,Osceola,63.95331759242274,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,741.8584840721038,-23.942501748287896,2025,9.8,18.367346938775498,-110.15
2026,19,145,Page,191.8308219349864,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,817.199301443042,-222.83684980611406,2025,3.92,8.673469387755098,-108.05
2026,19,145,Page,59.69777578193543,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,692.4941990704509,-73.30678674994078,2025,9.8,18.367346938775498,-110.15
2026,19,147,Palo Alto,209.30206360499943,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,891.6267909572975,-148.40936029185855,2025,3.92,8.673469387755098,-108.05
2026,19,147,Palo Alto,63.453933062734045,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,736.0656235277149,-29.73536229267677,2025,9.8,18.367346938775498,-110.15
2026,19,149,Plymouth,178.92545607111816,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,762.2224428629634,-277.81370838619273,2025,3.92,8.673469387755098,-108.05
2026,19,149,Plymouth,62.32489221895549,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,722.9687497398837,-42.83223608050798,2025,9.8,18.367346938775498,-110.15
2026,19,151,Pocahontas,208.92503105613955,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.0206322991544,-150.0155189500017,2025,3.92,8.673469387755098,-108.05
2026,19,151,Pocahontas,63.25371528094992,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,733.743097259019,-32.05788856137269,2025,9.8,18.367346938775498,-110.15
2026,19,153,Polk,193.1833944046998,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,822.9612601640212,-217.07489108513494,2025,3.92,8.673469387755098,-108.05
2026,19,153,Polk,61.4680467564053,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,713.0293423743015,-52.77164344609025,2025,9.8,18.367346938775498,-110.15
2026,19,155,Pottawattamie,184.68856124950813,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,786.7732709229045,-253.26288032625155,2025,3.92,8.673469387755098,-108.05
