year,state_fips,state_alpha,county_fips,county_name,yield_bu_acre,ndvi_jun,ndvi_jul,precip_sum_jun,precip_sum_jul,tmean_jun,tmean_jul,tmax_jun,tmax_jul,tmin_jun,tmin_jul,soil_moisture_jun,soil_moisture_jul,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous,edd_29c_jun,edd_29c_jul,gdd_10_30c_jun,gdd_10_30c_jul,days_above_30c_jun,days_above_30c_jul,days_above_35c_jun,days_above_35c_jul,dry_days_jun,dry_days_jul,heavy_rain_days_jun,heavy_rain_days_jul
2025,19,IA,001,ADAIR,62.2,0.6886428429241929,0.8888553184094403,182.0923619534399,201.74986541364515,23.078735378588604,24.536134352257186,28.748920471778195,29.80198661946635,17.408550385894706,19.270254244392756,0.3280393418608067,0.3366774650545671,3.1693386642539827,62.10994544435512,27.77516594376984,17.047407862871385,25.72053309704551,386.3347546607775,5.101554557956244,0.0588590055640339,44.07178609198851,41.503744945462216,365.98904008952104,424.0799177693431,14.401914791766396,15.640051061113766,0.1478219243657252,0.0,17.504388064464656,18.255592787617683,1.9909366523057292,2.491654699218127
2010,19,IA,003,ADAMS,47.7,0.6507016679775933,0.8272226778631054,290.6741829665881,126.91697851447768,22.3204024825254,24.100183337355464,27.87395893485741,29.128872128725828,16.767857661656915,19.07250152774457,0.3719723231907563,0.3648678217431809,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0446635056157958,15.130869277445576,27.856994660936163,353.6378845899813,414.90802654649394,5.988184375676262,9.373382384765204,0.0,0.0,12.949837697468077,18.58420255355983,4.7432157541657665,1.2266608959099763
2011,19,IA,003,ADAMS,46.9,0.6484039755282395,0.8301531568425394,172.40717190158642,31.419358653990663,21.489550776544572,26.32776206874456,26.9523125107581,31.495037613790075,16.027799709883894,21.16149681601477,0.3706932427000357,0.2658568336889286,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0541747141967199,26.989805773000544,84.87241144244275,323.99263966772315,458.75940860256287,6.388184375676262,20.28651806968189,1.0165764985933785,1.0758710235879685,17.195282406405543,22.70119021856741,2.1696169660246705,0.0
2012,19,IA,003,ADAMS,40.9,0.6468521975890508,0.7732314448948184,112.90147523026064,22.46873226757783,22.657542580904018,27.057513567246136,28.93821248267281,34.281203927108415,16.377881022991748,19.83481828697418,0.2582120693592675,0.1525034929702931,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0652832839192989,39.580965585136944,158.54387387356385,355.2716017448807,446.82504785897225,11.423371564596412,28.021164250162293,1.0070114693789225,11.599307509197144,22.20363557671499,26.968621510495563,1.8973382384765205,0.0247998268772992
2013,19,IA,003,ADAMS,44.1,0.5571712746922107,0.7695706319306538,113.64922177255202,25.552601897488515,20.72615867264728,22.67727278325755,25.823287802561875,28.68995591745415,15.63001615507369,16.665586081502553,0.3442627156676487,0.1855114680486659,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0952858025114939,13.693055125114542,34.587170694380504,310.07276140781386,371.07051461757817,6.061761523479769,12.138671283272018,0.0,0.0,18.1302315516122,23.29517420471759,1.1504436269205802,0.0208180047608742
2014,19,IA,003,ADAMS,47.6,0.6979555000320949,0.8443386894423888,261.18368832495514,51.65694876052553,21.539793168649712,20.842364806402458,26.89670600849838,26.671084553203244,16.183900536192724,15.014641928244556,0.3497764488675475,0.2325220216532042,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0955734583317089,7.385924612993391,13.187107969976251,334.3063291885873,321.95734032222487,3.426357931183728,5.171607877082884,0.0,0.0,17.825146072278727,24.42432373945034,3.262194330231553,0.1987448604198224
2015,19,IA,003,ADAMS,50.3,0.5732211367647134,0.7977231151474157,146.46600610838155,238.32570726154927,21.66624916240112,22.86636590930812,26.962775310853992,28.1281240371212,16.3707286289878,17.60560219638199,0.3590365345810491,0.3492670751395916,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0506788041937041,15.941085673523942,27.29765679318779,332.71125904226477,378.25021447990906,4.007011469378922,9.387967972300371,0.0,0.0,17.556070114693796,19.81099329149535,1.9009305345163383,3.069552045011902
2016,19,IA,003,ADAMS,56.5,0.6792056152671936,0.8761475723145775,55.89656456987656,196.85013125377455,23.71765303043182,23.058611321382205,30.063045083421372,28.313469235573564,17.37323342236418,17.80475005302768,0.2669110883966407,0.2786190306573176,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0442259992189926,51.90989232115917,26.22268166053968,380.49651801394737,384.27947902664977,15.392685565894816,8.596148019909108,0.9758061025752002,0.0,25.334949145206657,21.64782514607229,0.4438000432806752,2.7704392988530624
2017,19,IA,003,ADAMS,52.6,0.6701855909325992,0.8406886778213993,109.54594994975244,38.3308004992821,22.03615263992768,24.75822964114973,28.780250703852513,30.66562998989809,15.293059731644233,18.851841369807214,0.2581082029155889,0.1953999595908027,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0685198204953934,34.378409393895,59.75383824652032,340.56083581914527,423.17766109025735,12.971348193031796,18.6254057563298,0.0,0.0,19.50820168794633,23.819173339104093,1.0888119454663492,0.0962562215970569
2018,19,IA,003,ADAMS,53.2,0.755505840663943,0.8531307902811455,191.1841968272733,36.15144227844728,23.09699709276646,23.171213362594106,28.72186595377689,29.224134668821996,17.47310275499038,17.119299809402833,0.3133240550713468,0.2465024889312257,3.2733595557767847,62.45719155276304,28.384485315880028,15.85281608190277,26.21887309637835,370.6546335068859,5.255903689352286,0.0567547026263885,37.46815253668239,37.216214007171445,367.9146361712382,382.5198840347468,10.551222679073796,9.882925773642071,0.0,0.6032460506383899,18.98917983120537,26.77978792469161,3.6151049556373094,0.0882492966890283
2010,19,IA,005,ALLAMAKEE,52.2,0.7507293544914504,0.8561957286413064,200.9154500315291,217.7194358430532,20.355342738597507,23.33376657132563,25.50963930101718,28.16703823481105,15.20204349790351,18.501506950124504,0.3905598303289688,0.3711181625652786,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0537327348860351,3.321633029544806,14.854899890137212,299.68485802588015,396.06543949082646,1.2221566681863285,5.370860039153639,0.0,0.0,11.015339644399152,18.61160127651586,1.7939070503365602,3.718951969749792
2011,19,IA,005,ALLAMAKEE,52.1,0.6423130680175563,0.8699592611831599,92.49923340617894,65.01134732341073,20.393822737987417,24.51588697315057,25.49359615433037,29.836276748775074,15.295040031281092,19.196492929266036,0.3549320209497317,0.264419192058033,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0640079665923552,24.75399556710223,46.892911039969945,292.93675586473887,420.99549051071386,5.881385931507952,14.478747083590326,1.6594438038027295,1.2534795784279549,20.577811150741507,22.32400976159187,0.4999329560996541,0.1661347850572554
2012,19,IA,005,ALLAMAKEE,52.2,0.625664488456783,0.8545604051779007,47.84174622092209,72.9632513661191,21.659351110771677,25.632743438726425,27.930286191053213,31.81674723599735,15.389409471585646,19.449737045098622,0.2656975986426215,0.2174143398188816,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0376567399299395,26.94000796995004,96.2935415900317,331.0592863155059,431.94699013573006,8.363914291077792,20.43398857571938,0.0969186623401002,7.650299015795533,24.76400547078227,21.500925205824768,0.4131513314918609,0.6400815253828207
2013,19,IA,005,ALLAMAKEE,50.7,0.5400776960187218,0.7485175390119223,305.51665454460834,72.75707557590583,19.645488997221072,22.169066399291903,24.48033389560771,27.768876402416893,14.811634213207858,16.57026608491731,0.3870723435054292,0.3088757989474153,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0720466283926991,3.4554173997083484,29.06106179810839,282.7594655047744,356.41513223743215,1.4791761645525492,9.688540856552866,0.0,0.0,14.178631768081736,24.529351819571456,3.575826651291265,0.9400627530907236
2014,19,IA,005,ALLAMAKEE,50.6,0.6212708379844424,0.8269101641048774,242.1786306875312,42.740286597243255,21.147680827089168,20.162838078033648,26.39419662450829,25.488844754821265,15.902157268781457,14.837830156923072,0.3626725210107896,0.3370331450362384,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0651092042392077,0.8791231161891614,4.477899108224217,324.0249667683388,303.86255685887147,0.081176754538872,1.9008286626082755,0.0,0.0,15.71935423315186,24.53262356190833,4.157687253613665,0.12735659309716
2015,19,IA,005,ALLAMAKEE,54.1,0.6466968460453617,0.8542682113352648,163.2362403184588,44.658555438288104,19.93019160335882,21.405469789090425,25.32511439041203,26.953037035519905,14.53625195777478,15.858911596506555,0.3631893775990002,0.3336617994329924,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.039352021158878,4.666400087640913,11.710719300472409,287.7508555288533,338.9967881249013,1.0,4.136420928423932,0.0,0.0,17.34685832282979,21.900292311405515,2.220815790179409,0.002199039931347
2016,19,IA,005,ALLAMAKEE,56.8,0.6882293000231379,0.8720680035887122,147.2732650515303,189.14541214352275,20.749885900766945,22.401042589949096,26.665072600664857,27.39070754785345,14.835693158225906,17.412385865514054,0.3206383037713592,0.3259907445208318,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0331075465898612,14.876811676856072,13.97495486898764,308.3715574229027,368.4924004758532,4.902115905494918,5.039931347046047,0.0,0.0,18.161119901311373,21.393279519429324,1.7469763200943975,2.445600579259299
2017,19,IA,005,ALLAMAKEE,52.6,0.5938368217213673,0.8547057515180944,117.60617983814352,103.92727786850342,20.85907882838357,22.35952419441721,26.903850553067,27.677712041491738,14.815317182958538,17.042340313944862,0.3226165724752604,0.3352833113282103,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0483328439093409,23.91178255000103,11.914895464452073,309.25128872457407,368.1388798725856,9.396685349566898,5.330714151626488,0.0,0.0,17.010351578213406,22.705596824800892,0.7700662393735417,1.283112982380863
2018,19,IA,005,ALLAMAKEE,52.8,0.6166149162093648,0.8433923353182684,162.31997926137356,89.09635785192285,21.458158096779556,22.077198993005933,26.19261302307083,27.60080018790698,16.724691133116277,16.554573231075366,0.3640058320809823,0.3298369665484788,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0239724385449414,18.33885972408863,13.570045919524988,326.15556208495104,359.09081925556586,5.509211831907534,5.430797286062915,0.0,0.0,17.60881225026146,25.440934323795215,1.3092332859556437,1.7857276944943548
2020,19,IA,005,ALLAMAKEE,58.8,0.5654608374129021,0.8686755861906257,218.04277471788456,96.68645034218352,21.082350248061445,23.395391141627588,26.922719807721872,29.1245693218654,15.242080889779103,17.666315030193587,0.3642123495907243,0.3417910621126548,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0102810604499475,11.85639364263065,31.507402183524327,318.21130177494456,393.14367708408827,3.537155729571724,11.281718469253669,0.0,0.0,15.443321086647536,22.13813725227279,2.9939392314087265,1.042237657217946
2021,19,IA,005,ALLAMAKEE,61.9,0.6724650751278513,0.8538880529819649,140.6177144275382,85.70084569082483,22.65607316388683,22.08555638177923,29.161265336785277,27.581283379312055,16.289343943308545,16.589972832193386,0.2999941069992488,0.3148542541412958,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0209563754936496,45.69362694370146,21.789233013356547,353.88532252216953,356.97868354157674,12.153369626431388,8.967148488830484,0.1830566655045724,0.0,22.871275711335787,23.593231247821073,2.14092627852718,1.0431494542626514
2022,19,IA,005,ALLAMAKEE,61.2,0.5597838020412301,0.8733972237834812,110.59506619420374,222.0637533084485,20.32506234699104,22.16644045172925,26.25082097796103,27.82056262415192,14.399447172075355,16.512463969049293,0.3463125391222599,0.3272216280269237,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0209469237689208,23.17492058917213,11.916906495889558,292.03636801028955,362.1903411024627,5.763978653222131,5.291024162621685,0.8516988924347662,0.0,17.3742658692912,20.06559575209848,0.522379253935477,3.044704872750678
2023,19,IA,005,ALLAMAKEE,52.2,0.6054115091242201,0.8573421737441361,44.59366860444831,91.534951691897,20.487817117843004,21.116582699436343,27.503411325689335,27.663248159779965,13.472364961280972,14.570061110462992,0.2428443753939564,0.2368523961812379,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0317779157742659,20.508104070941553,19.170805151839975,306.53743729713744,328.70808290590617,9.515889404381983,7.268524229665582,0.0,0.0,23.33629220413527,21.305291104615307,0.2465874654723913,0.5731985303977044
2024,19,IA,005,ALLAMAKEE,57.1,0.6634517083320759,0.8083875386706126,189.1123290091634,107.88609813982796,20.33205654726686,21.74063305904797,26.077308104917947,27.229172775836112,14.58680493268532,16.252093166225585,0.3605325277334616,0.3664995706183279,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0594851241456153,7.974347202925368,9.094020078653376,298.98582283403033,350.8550034755769,3.645820483252434,4.271340073480115,0.0,0.0,15.610662661911016,20.21403094746439,2.2751749845799027,0.8344283837056505
2025,19,IA,005,ALLAMAKEE,61.9,0.7040656496887672,0.8634397654363969,130.10430222992534,115.28593739106668,21.557399913999905,23.166687309976947,27.26321131795162,28.46280630969436,15.85158850743952,17.87054492110856,0.3483041220720054,0.360496018139886,5.132039697819361,61.03041640034664,18.66171566685608,24.606987892339145,25.85757105653309,306.0958024675876,7.101431456275548,0.0548312856157025,20.5768361984061,24.390670150592744,329.7276495349753,388.9360237132451,7.837726943602666,9.091018799109651,0.0,0.0,13.945587170479229,17.136099117702265,0.9187159752205744,0.8403818820563704
2010,19,IA,007,APPANOOSE,42.6,0.6244117292164024,0.7806218231329384,318.64926749684713,335.0444281625037,22.894530642821948,24.7459145198114,28.20375993390776,29.61720796372167,17.58629748790225,19.875587737216204,0.3825357673885591,0.3551726796396636,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.1541240544300101,16.953172508038975,35.60303141137065,369.8594927862665,431.4443923357556,7.348719581211093,10.2154428409734,0.0,0.0,9.684458121109223,17.290605546123373,4.152447651386531,2.911148839841539
2011,19,IA,007,APPANOOSE,43.1,0.6651874817575719,0.7954633810875995,281.6687885717945,32.937972704897156,21.802921001764087,26.960956521336488,26.47662430343887,32.22185209961887,17.130217106583835,21.701083638402253,0.3728520719236296,0.2466336251020953,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.1274016523852982,20.78990986573879,104.80650491477004,335.8948001293356,468.7731521238563,7.183326259196378,23.18042586304471,0.0,8.303409734012451,14.5048104131296,25.168364459535955,4.210137238256932,0.1082342954159592
2012,19,IA,007,APPANOOSE,24.6,0.6672611808452579,0.6847146695290273,73.09056242241164,21.87363536614259,22.589806300607453,27.671226675657472,29.089643282207593,34.94530931393441,16.09095244790176,20.39814467624412,0.2147831757713789,0.1605893802147503,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.2142296744654965,44.94878204063165,178.35928049826936,349.9735368811855,455.7726212267191,11.79290464063384,28.44881861912848,3.0,15.34443972835314,23.707272212790055,26.827072722127912,0.8913058856819468,0.0
2013,19,IA,007,APPANOOSE,29.5,0.5826457885026937,0.7468570915307592,82.01550984288674,61.55890718511745,21.09882109348695,22.708360129179898,26.188030667269928,28.635023167056428,16.010607565434288,16.782693775279014,0.3603646973232221,0.2387064419991223,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.2696111252504291,15.06028730017895,37.592288931480695,320.2085707345182,369.0910285490512,5.212754668930391,10.851124787775891,0.0,0.0019453876627051,20.262733446519537,23.21802490096209,0.8688808715336728,0.537351443123939
2014,19,IA,007,APPANOOSE,46.7,0.7420816657607268,0.8527759350838264,194.62109740762995,77.13484573686802,21.81521428764777,21.147560753522797,26.979356641410508,26.836459121396462,16.652062880095624,15.459656820940848,0.3424135233951212,0.2589681286030055,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.243425925251392,9.757671414355338,13.074741421612094,341.5852288178589,330.5955968152754,4.082024617996604,4.10823429541596,0.0,0.0,17.543435200905495,23.228636106395022,2.4227150537634414,0.9608800226372384
2015,19,IA,007,APPANOOSE,48.2,0.6512937521419088,0.7921356332207068,302.5382838517908,322.01603040720215,21.714075436818785,23.117064818461607,26.719782071593944,28.07902915280758,16.709368923658968,18.156079517830275,0.3669095278462295,0.3611418988124971,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.2148661923158851,13.939290317560769,28.680383686771087,335.5240759841117,385.34923364148693,4.215265987549519,10.163978494623658,0.0,0.0,12.71487691001698,17.22683220147142,4.0071095076400685,5.948323429541597
2016,19,IA,007,APPANOOSE,55.9,0.6848528005388967,0.8717448024536595,39.465486277358245,113.21535181613784,23.650050273370663,23.420531771111513,30.144220245511903,28.75449808728716,17.15688891510675,18.08755590353029,0.2556197280150911,0.2134554947065703,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.2017460287335598,52.63335254155923,34.89821814728378,378.1237425024759,391.6713916808115,16.83764855687606,10.81582484436899,1.0,0.0,25.36714770797965,20.480970571590277,0.5287563667232598,0.6028579513299378
2017,19,IA,007,APPANOOSE,50.7,0.646022989315115,0.8174685259460318,89.13589389018459,39.820761935858975,22.38455062352403,25.18061987754647,29.06886476585267,31.38026007664158,15.701215522938282,18.98198979374509,0.2545827147833947,0.2022370371508896,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.3158293657856925,38.05527976494288,75.29791315545052,348.19231143479107,428.7034626677,13.789084606677989,19.92915251839276,0.0,2.175155631013016,22.56211092246748,23.5927065647991,1.2568619128466323,0.0741015846066779
2018,19,IA,007,APPANOOSE,45.1,0.7743958175624541,0.8115532968114596,127.94735513570524,38.251918482083866,23.71309513673314,23.92591138721255,29.384039611282095,30.389725378562176,18.043133152630887,17.463110578147855,0.3016271321273948,0.2135221443358363,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.331589767294756,47.65248847830814,57.041381919525705,381.784625181959,398.51940067875654,14.303268251273346,16.416383701188455,0.0,1.86382286361064,16.83467741935484,27.38794567062821,0.7941072439162422,0.2139219015280136
2020,19,IA,007,APPANOOSE,39.1,0.5931299087905854,0.8667824114010751,90.06167976740691,75.76622346434253,22.893592553146835,24.836791528978125,28.476999140554863,30.307063426145675,17.310285308230174,19.366621143141916,0.3351285508221542,0.3247020254118239,3.324927191596951,60.017621201783705,24.32834309339524,19.34210640659268,24.92189293503105,290.29035616649855,4.193542517818184,0.2573632993392292,21.249634059324197,54.68392101923624,368.9862685808876,428.113036045751,9.986983588002266,18.934917940011335,0.0,0.0,19.30266694963216,23.091008771929843,0.9739671760045274,0.8289473684210524
