year,state_fips,state_alpha,county_fips,county_name,yield_bu_acre,ndvi_mar,ndvi_apr,ndvi_may,precip_sum_mar,precip_sum_apr,precip_sum_may,tmean_mar,tmean_apr,tmean_may,tmax_mar,tmax_apr,tmax_may,tmin_mar,tmin_apr,tmin_may,soil_moisture_mar,soil_moisture_apr,soil_moisture_may,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous,edd_29c_mar,edd_29c_apr,edd_29c_may,gdd_10_30c_mar,gdd_10_30c_apr,gdd_10_30c_may,days_above_30c_mar,days_above_30c_apr,days_above_30c_may,days_above_35c_mar,days_above_35c_apr,days_above_35c_may,dry_days_mar,dry_days_apr,dry_days_may,heavy_rain_days_mar,heavy_rain_days_apr,heavy_rain_days_may
2013,17,IL,091,KANKAKEE,69.7,0.3314947172588204,0.5403739297016431,0.6189750252200708,41.76706667971249,171.419513081933,132.76377767432902,-0.1658280891557202,8.455107273747966,16.77939428967972,4.064011527243416,14.338219311111642,22.9120488659596,-4.395731232374913,2.5729332060746257,10.64774616216955,0.3127034955559933,0.3106466794567702,0.2851512884898957,4.161752693729512,63.511627958165526,22.857714565241945,34.55118707106259,23.00478670957526,198.44025905412488,1.9843409740207405,0.0069463739927757,0.0,0.0,8.584642680583865,5.170275212061539,74.6115388353081,229.21258400384184,0.0,0.0,3.054589242708053,0.0,0.0,0.0,24.483757024351064,19.226251003478712,19.08290072250468,0.0,3.643510837570242,1.9356168049237348
2011,17,IL,105,LIVINGSTON,76.8,0.3335287349846139,0.5069416200473114,0.6724230085463326,44.24705112383437,156.04664975381476,149.821940067467,4.172457186583889,10.102426100589526,16.24634063358448,9.5967807309777,15.760031837165371,22.16748173774444,-1.2511612275375286,4.445818585370382,10.326189020333413,0.3828677904158279,0.3844361595657157,0.3682343179733129,4.770108823181307,63.56301469013758,26.91398679235341,21.76447693108642,23.37993649985729,209.0325817551304,1.7515446079985737,0.0021788167743258,0.0,0.3223125554872585,13.871296230633874,33.57919320933785,87.31916772822306,213.3185785582918,0.0,0.0,4.808848503948038,0.0,0.0,0.0,23.37393420522786,13.644396589456726,18.53126039532888,0.0792583644098954,0.7725895967925485,1.6317733774532976
2016,17,IL,105,LIVINGSTON,76.8,0.4610323921437725,0.5721353215393835,0.6412413312951851,76.7273592684833,45.03981189509084,96.2549595908517,7.250373789748906,10.365815963707046,16.691437185249974,12.9153476441226,16.877348059455162,22.849136531295596,1.5861234707332226,3.855270895280139,10.534755029679516,0.3770248585844496,0.3668761244400857,0.3560393854652617,4.770108823181307,63.56301469013758,26.91398679235341,21.76447693108642,23.37993649985729,209.0325817551304,1.7515446079985737,0.0051381766525282,0.0,0.0692365914413628,9.68992705496845,63.91056392814672,110.34792012200914,226.46166106072005,0.0,0.0,3.8953376402822273,0.0,0.0,0.0,20.448290351384017,22.123605931684097,18.442635292469845,0.0,0.0,0.91701244813278
2021,17,IL,105,LIVINGSTON,87.1,0.4177439795233788,0.6205559905784209,0.6753757634979437,64.0254472340341,66.40378916420185,113.11588798975096,6.786078571394581,11.073261146713048,16.011069671399373,12.606337912145245,17.351878851487783,21.421611304017407,0.7164730817667488,4.535671613879975,10.36153329883672,0.3771312225102411,0.357791335059991,0.3746040680061195,4.770108823181307,63.56301469013758,26.91398679235341,21.76447693108642,23.37993649985729,209.0325817551304,1.7515446079985737,0.0,0.0,0.6458361541669504,4.274501353662459,57.48809601100701,118.1668041844093,212.61967296645585,0.0,0.0513157203634644,1.290841605826637,0.0,0.0,0.0,23.083407742003256,21.50832501707023,17.71617907102964,0.0,0.5717212038447396,1.0
2023,17,IL,105,LIVINGSTON,85.7,0.3498035304375278,0.5499023176717301,0.6227600745623598,80.37230318168609,30.84358180223527,46.633398649419846,3.749207956708233,11.12277577275966,17.907470264732353,9.026303898986171,18.689028114615247,25.31859333174509,-1.5277978320047214,3.556658993415674,10.496317870760882,0.3929653770866598,0.3523382846607568,0.2936132963539059,4.770108823181307,63.56301469013758,26.91398679235341,21.76447693108642,23.37993649985729,209.0325817551304,1.7515446079985737,0.0,0.0,0.0017597631535981,9.38247150752608,21.46677446429639,134.25233704367113,255.7936012413012,0.0,0.0,3.3618712467391494,0.0,0.0,0.0100320394978727,21.517464152529023,22.35964774060263,24.910692088169895,0.1996603463067038,0.0,0.4142199345203704
2011,17,IL,111,MCHENRY,78.6,0.3083757387729574,0.4699296447226107,0.6734611560483271,88.14214484329348,117.54957090847522,113.23835093042948,1.34319579103056,7.623485874200922,14.131996874723155,6.080591511467495,12.526778952931034,19.82084568212479,-3.3940011199149307,2.721193484825697,8.444157862553705,0.3844634627728707,0.3850521589188035,0.3769894655744431,5.666506837809817,63.69185417306232,19.204798109393263,36.86733814866509,22.060988050485545,266.56714345559817,2.5876714925180258,0.0184754493881365,0.0,0.0,9.541929230983216,10.108055793304338,52.84932107279528,165.38047994708882,0.0,0.0,4.350777065589603,0.0,0.0,0.0,22.98006848713672,15.06289694734685,21.536863054994576,1.199198056604326,0.0848772207100418,1.7384610881845055
2013,17,IL,111,MCHENRY,69.1,0.1744843966472978,0.4308579988363042,0.6348581148127471,54.77824350634393,190.6113246546111,80.36249857692422,-1.7787251089413825,6.959029767728688,15.264011511731637,2.641370384980709,12.07751684788675,21.671560650445144,-6.199175219723258,1.841456858527096,8.857433224804568,0.390687126138903,0.383020055843089,0.3484376549249107,5.666506837809817,63.69185417306232,19.204798109393263,36.86733814866509,22.060988050485545,266.56714345559817,2.5876714925180258,0.0166806580683143,0.0,0.0,4.60774759149748,2.560081870540457,52.40462735026728,199.21208858770507,0.0,0.0,2.068077384610882,0.0,0.0,0.0,22.547633681622617,16.562472561243307,19.74370006146282,0.0,1.2218514941317649,0.0914039863025726
2011,17,IL,189,WASHINGTON,64.4,0.496828877783401,0.7090907720774285,0.6408936693446357,106.31755370881729,298.3110558759566,136.92799149315584,7.203757759458245,14.632838416701412,17.82061293071386,11.981559409793478,20.326758129385656,22.72247718058625,2.4269107013308857,8.939900224435934,12.91975225932026,0.4636937022915187,0.4619739447549805,0.4624999266009395,2.2398797253253275,60.43446413120936,17.97841993970489,13.846546467358651,23.485892412689218,148.17314967964143,2.1442075909962672,0.0,0.0,1.179816321530594,8.023319379074008,64.84783822507097,169.46876676951698,249.1412469327991,0.0,0.5188488724335241,3.0897677549646585,0.0,0.0,0.0,20.797475597441935,12.619185459441264,17.345977785257485,1.0857623695725345,3.374688657017839,1.834769437899697
2015,17,IL,189,WASHINGTON,68.4,0.4115573555183232,0.6200665395651594,0.6190495835499841,96.72260269260154,89.78669409930903,184.56395225459764,5.562315695697474,14.22116016476534,19.81480093981352,11.262381479821196,20.048473997189912,25.036891436825613,-0.1370919653285123,8.394835238230424,14.593711050958674,0.4687277838231795,0.4637866948347007,0.444306155328573,2.2398797253253275,60.43446413120936,17.97841993970489,13.846546467358651,23.485892412689218,148.17314967964143,2.1442075909962672,0.001538758614031,0.0,0.0,0.6929341606081074,54.813012353373225,161.45960574132428,299.8596217478537,0.0,0.0,0.017940087512622,0.0,0.0,0.0,21.281016492763374,18.829956243688994,17.646112420060586,0.2655671491080444,0.4575227196230226,2.6726354762706164
2010,31,NE,007,BANNER,29.7,0.2455268559652003,0.3530090397201514,0.4887152416371693,21.00429949389715,86.35002882141016,78.03043329598717,3.22856860218757,7.657706854001676,10.856200966219532,9.867493000533267,15.148485490638036,17.975186985925806,-3.40982750866484,0.1679298600638904,3.7382089915199614,0.3248876824676792,0.2913958145313681,0.3146652540436058,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1424786449189007,0.0,0.0,3.8223938743191512,38.73321975443311,77.96664478183413,127.81123291123068,0.0,0.0,1.7133781129513328,0.0,0.0,0.0,24.755643929290237,19.579451490094335,19.55161376367031,0.0,1.021363272630277,0.0479643056330172
2011,31,NE,007,BANNER,37.5,0.2515583344551038,0.3734322069708212,0.4814403617498768,23.891094127282894,60.78057548026614,132.56231445448472,3.5810143432017285,6.474362685130635,9.88183836829532,10.852239135338507,13.472873938309409,16.359060031660807,-3.6894954511863127,-0.5231893315884746,3.405610857227501,0.2711118035274471,0.2896270325412274,0.3126761577792333,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1021417681964743,0.0,0.0067468464798028,0.5367619217926478,42.552268043903695,60.058284123025565,101.19044671665353,0.0,0.0,0.2084677126021484,0.0,0.0,0.0,23.38495113848542,18.815490191323747,16.486408496811272,0.0,0.0154950411018695,0.2985523412303887
2012,31,NE,007,BANNER,26.1,0.2902750709934926,0.3878653237824289,0.4150932389445555,0.1524893183333067,24.6715720583019,12.85357096755108,8.018795937212285,10.333615493802164,14.125042627893723,17.62370033988452,18.758513485611505,23.179841914392355,-1.5853349094799725,1.9096926812355064,5.07125389871098,0.1836363918103702,0.1789944081738814,0.1860191501056417,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.138643908843665,0.0,2.8387366333041117,12.415946546316968,127.64756720011556,129.55871776330912,194.8660451235903,0.0,1.07279516962099,3.9020587308130663,0.0,0.0,0.3090763597565412,29.94335459152744,22.305924003976823,27.20276922330799,0.0,0.0,0.0
2013,31,NE,007,BANNER,23.2,0.2207404061420033,0.2157771485853628,0.4004355604358527,5.774778594329236,55.14203834944776,38.14670537416241,2.03032233852134,3.587342037059953,13.098829584332838,10.19625450951441,10.78997955018396,20.954042379607337,-6.135357464078748,-3.614935142818924,5.24448424717189,0.2470027250589798,0.2884425762579615,0.2299613373478073,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1757764462701797,0.0,0.0,8.328515078349136,42.99279126469062,65.90560503293199,174.73884287879278,0.0,0.0,3.1000994204515147,0.0,0.0,0.0,27.59307936661897,21.11501248817867,22.97955818521303,0.0,0.2085889570552147,0.0
2014,31,NE,007,BANNER,43.1,0.2752834645485722,0.3858194708924325,0.5132508166383023,21.078843769737865,25.442829554126423,133.28565256284102,2.494414068828767,7.537719141578736,12.493540934914629,9.868662522597026,15.75269010845797,19.878078684456117,-4.879288952075249,-0.6763873443639086,5.109995012062012,0.3246911091693696,0.2578951305504401,0.327641457098822,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.2265586876808751,0.0,0.0,3.619042765189709,46.1657219069893,95.76900952140824,157.97720170905023,0.0,0.0,1.720943766822668,0.0,0.0,0.0,22.367879919493685,24.496108053056577,16.192026964766363,0.0,0.0,0.5516622614515387
2015,31,NE,007,BANNER,34.5,0.2968068050710049,0.4196820067724391,0.5234618827718999,1.7728523757776933,104.014667592621,193.2445383861499,5.661885251163837,7.777416101768482,9.985321286121302,14.946235917455668,15.766771376169098,15.67618988259762,-3.6217925853695023,-0.2109653608418969,4.2953857938129625,0.2200720503677308,0.2784383593106436,0.3753691160758389,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1649817287090396,0.0052583137086142,0.0,0.0,97.94546521674611,89.94496209139433,94.04600560727282,0.0,0.0,0.0,0.0,0.0,0.0,29.41594122068911,20.152986250879025,13.144135405805184,0.0,0.8105434176386431,1.8029050170954684
2016,31,NE,007,BANNER,34.1,0.3388749496915166,0.4846470641767603,0.5290680236466745,41.932994162706024,86.61949345868574,54.333403340291134,4.281359413164501,7.657145823189144,11.231627930343524,12.868570153299686,14.966712925551422,18.773017802453868,-4.305233583408924,0.348572096417212,3.691232209553781,0.2763467536904895,0.3216521792665905,0.3197549171285531,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1713880184833327,0.0,0.0,0.000802645688723,69.2831799563267,88.98915485896484,135.44593479891236,0.0,0.0,0.0,0.0,0.0,0.0,24.09500715342273,20.12408157326802,19.8841872984311,0.0,0.3045660661024759,0.0054560003879822
2018,31,NE,007,BANNER,41.1,0.3043577902524205,0.4119846252676951,0.5763220255678688,23.159659695302174,32.10923717622593,182.71059125463637,3.5042346866965826,5.464182961209385,14.373879422040476,12.404098550865006,13.876670879814585,21.70467744049003,-5.395051245956608,-2.947664459258301,7.044066059857927,0.263079912151187,0.3013211143349838,0.3177562770900785,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0862749353985827,0.0,0.0,2.9195204267920625,52.47702144701751,79.89101943024124,179.9502190655558,0.0,0.0,1.2656950944494292,0.0,0.0,0.0,26.38999490773297,20.708940565969115,14.037416038216248,0.0,0.0,2.3564829409054537
2019,31,NE,007,BANNER,47.2,0.1146677737871195,0.3236394335256657,0.4495610997557352,79.71647783389118,53.7806448144871,127.4727804322166,-1.0537967883712958,7.83638487472928,9.082890575773115,5.537060406278631,15.733483676267044,15.75670922004001,-7.644727446006786,-0.0606343368378217,2.4091733500342283,0.3402235420847188,0.2961582218944199,0.3084087484421131,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0534818949859692,0.0,8.622960411365377e-05,0.2446751196437213,17.73045543212629,102.62387152697964,99.87389507478474,0.0,0.0,0.0850893571619098,0.0,0.0,0.0,20.029656393220005,21.489197119231797,18.142316739009196,0.2235747714542059,0.2164698465045224,1.4865297412643377
2020,31,NE,007,BANNER,35.4,0.24405335813165,0.3018174594544821,0.4674737237149811,47.388623005385135,24.590492577646213,73.50700385069628,3.509590167703722,5.09928228538371,12.378408946388314,10.613384367657138,14.55578132912821,20.162155212418615,-3.5941452848804047,-4.357165873919343,4.594758623939456,0.2666617891444767,0.2515451258482819,0.244858929381361,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0758050101909431,0.0,0.0,0.6126488540587621,43.469513951218794,96.18497658367892,156.01114848626764,0.0,0.0,0.0706612672470234,0.0,0.0,0.0,23.35752564320183,23.383884187298435,19.192390698125564,0.0,0.0,0.0
2021,31,NE,007,BANNER,32.4,0.2346318251292227,0.3280329510756007,0.4489607607489522,81.99794551280733,25.08384682560258,66.7822445373184,2.339531438933269,5.361264151778051,11.618815783834116,9.53848580424447,13.465456923295156,18.88086746783044,-4.956934921164328,-2.5950785613539273,4.329017041925631,0.3137691809408999,0.2763972160354801,0.2575439006473978,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.0762649894350558,0.0,0.0003613578107985,0.2138493016491187,42.24459604721052,83.18146690628213,137.36579063468895,0.0,0.0,0.0966318290938189,0.0,0.0,0.0,24.390940614466885,24.686219355464488,17.15327723756638,1.3309973568709237,0.0,0.0
2022,31,NE,007,BANNER,20.1,0.2603449860909195,0.3176033434558552,0.4241351820275235,32.62654744108583,8.92104449313025,71.77914952526777,2.251413378452694,5.633926734819325,11.496137814845662,10.028317043380577,14.770153627423614,19.88163072303974,-5.525435419421891,-3.502202416834182,3.1107734632629653,0.2293291215277507,0.205064748729055,0.2262065200694951,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1315603730384416,0.0,1.405221972110191,4.922411820240944,59.29213773065607,80.78881571256393,153.15243464736798,0.0,0.6599820558209463,1.509663182909382,0.0,0.0,0.0,22.45161133878125,25.46916753558524,20.907708722325957,0.0,0.0,0.0803850723829384
2025,31,NE,007,BANNER,35.5,0.2792815185565093,0.3639148287650871,0.4554754749639211,18.389618106958036,11.062886526936596,109.6687480109728,5.6357870424183165,6.987234514065274,12.560453079041588,14.234917195172413,15.27798104885724,19.985827022208284,-2.9633431008803353,-1.3035121014541915,5.135079169921467,0.2004470313078528,0.2119464194371166,0.2271473679439806,2.09551057686044,75.53688339496466,17.252384324819083,49.73242936820248,21.21216122049514,1416.5098163670818,3.5471758827237627,0.1039834626701452,0.0,0.0038723922607759,2.5175527878212773,82.5281050078329,92.34457162943636,149.45599863382876,0.0,0.0,1.0385314871844618,0.0,0.0,0.0,24.86212080797303,24.903319673124955,19.070734013918862,0.0,0.0,0.8392298552341232
2010,31,NE,013,BOX BUTTE,38.1,0.2577761031995987,0.380845397728579,0.5516021156412023,13.685142663264608,76.45668052883754,75.02816675554881,3.3506353385149037,7.826847960828359,11.035626819179935,9.89496520592878,14.97828366099832,17.766432811396484,-3.193231840325205,0.6764176154897961,4.305814681514617,0.3248923146464773,0.2983571581211158,0.309131903188314,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1058728311412869,0.0,0.0,2.8952525843688077,39.8260123693852,78.0785914476955,126.64863414664504,0.0,0.0,1.1293819841124455,0.0,0.0,0.0,26.262844105450736,19.94306126867287,19.685246556863785,0.0,0.1083984212366979,0.0
2011,31,NE,013,BOX BUTTE,49.9,0.3094250694816504,0.4747725650273123,0.5900795394898558,19.64565536032887,64.10254585146858,135.60546191092456,2.512385135153809,6.394650578945527,10.2138266607012,9.316451087240903,12.982991876658868,16.409575847260633,-4.291176779410292,-0.1928421785832991,4.019062709325533,0.2883578025634509,0.3016931759248023,0.3055072381694902,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1179205528365948,0.0,0.0,0.8803590723745081,32.00802779554644,55.12666113827234,100.73529085742209,0.0,0.0,0.4656519060069611,0.0,0.0,0.0,25.02837777074625,18.404749612803307,16.593585025063696,0.0,0.0332905890385864,0.6607990407514114
2012,31,NE,013,BOX BUTTE,44.0,0.3287298424358917,0.4771877406044333,0.5110226658391608,0.0001908505043647,51.5202751628607,14.391092361114929,8.353645089405322,9.945621731045154,14.09546316702948,17.591671829487904,17.713523532587207,22.6066266363113,-0.8835727138336589,2.178732521842041,5.5852921293949445,0.1777127116677321,0.1719767348985305,0.1747876133667969,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1790005876299172,0.0,2.3142161035084285,12.75289139485644,126.54144717310244,114.216480527299,187.71752931896705,0.0,0.9915066531217214,4.534914317118259,0.0,0.0,0.2606957882991657,30.0,22.64779256249272,25.932686062584303,0.0,0.454960281113128,0.0
2013,31,NE,013,BOX BUTTE,51.2,0.2473635183955446,0.2504395635993786,0.4947274690375352,2.676999851376412,42.97734166182789,73.848301773945,1.8404609910780347,3.26599711470277,13.470732582890586,9.652284511366874,10.290926179681463,20.66921996082444,-5.971104984412728,-3.758618005708126,6.27317492504121,0.2177752418557927,0.2539888659404281,0.237632501355699,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1727607882448424,0.0,0.0,5.50304552633137,40.283221867153316,63.92652988683189,170.79840169388194,0.0,0.0,2.3773044448515335,0.0,0.0,0.0,28.930920778723348,22.890402518027553,20.73495761653372,0.0,0.0,0.3869468916015787
2014,31,NE,013,BOX BUTTE,61.5,0.3015969100538466,0.4316569878969579,0.6230880997303144,8.777617083087403,38.2224605248133,97.7372109939798,1.7760778668580055,7.13041621337519,12.516428966300818,9.030938300204651,14.619941245809349,19.345831315110484,-5.4784562137678146,-0.3583525776362936,5.688025819603519,0.2892349939960836,0.2406234599745638,0.3073256120592075,2.143896200800481,75.73100031254847,17.934320168858193,49.29910033177488,21.805051728533417,1271.7792775976031,2.1440850404317073,0.1225732295022867,0.0,0.0,4.151876605579252,46.67267332523792,88.19562200268516,156.6386544140026,0.0,0.0,2.0,0.0,0.0,0.0,26.70306593168685,22.58489183472947,18.692940529918232,0.0,0.1671190900461305,0.8679367828534313
